id,score_date,max_seats,agent_utilization,is_provisioned_any_channel_M_before,max_seats_M_before,agent_utilization_increase,agent_utilization_decrease,seat_utilization,seat_utilization_M_before,seat_utilization_increase,seat_utilization_decrease
JMAN_10683389,17-03-2023,8.0,0.25,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2459144,03-02-2023,18.0,0.0,16.0,18.0,0,1,0.944444444,0.888888889,1,0
JMAN_9003814,17-03-2023,10.0,0.0,9.0,10.0,0,1,0.9,0.9,0,0
JMAN_2452060,03-03-2023,10.0,0.1,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_9028695,13-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2475298,10-02-2023,27.0,0.363636364,22.0,27.0,0,1,0.814814815,0.814814815,0,0
JMAN_9228504,20-01-2023,20.0,0.0,20.0,20.0,0,0,0.5,1.0,0,1
JMAN_9028695,17-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2379983,31-03-2023,3.0,0.0,2.0,3.0,0,0,0.666666667,0.666666667,0,0
JMAN_18351475,20-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2478859,03-02-2023,7.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_2449786,20-01-2023,11.0,0.0,2.0,11.0,0,1,0.181818182,0.181818182,0,0
JMAN_18410824,24-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2464269,06-01-2023,3.0,0.5,2.0,3.0,0,1,0.666666667,0.666666667,0,0
JMAN_2402232,03-03-2023,40.0,0.029411765,32.0,40.0,0,1,0.85,0.8,1,0
JMAN_2477855,17-03-2023,4.0,0.0,3.0,4.0,0,1,0.5,0.75,0,1
JMAN_9021422,24-03-2023,6.0,0.0,6.0,6.0,0,1,0.833333333,1.0,0,1
JMAN_2466897,10-02-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_1286382,10-03-2023,38.0,0.3125,32.0,38.0,0,1,0.842105263,0.842105263,0,0
JMAN_2294639,06-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_10148809,17-02-2023,10.0,0.1,10.0,10.0,0,0,1.0,1.0,0,0
JMAN_9028146,13-01-2023,13.0,0.153846154,13.0,13.0,0,1,1.0,1.0,0,0
JMAN_16871480,03-03-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_18409542,03-02-2023,8.0,0.0,,8.0,0,0,0.0,0.0,0,0
JMAN_2478294,20-01-2023,5.0,0.2,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_2444949,10-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9754365,10-03-2023,6.0,0.0,5.0,6.0,0,1,0.833333333,0.833333333,0,0
JMAN_13756971,20-01-2023,14.0,0.071428571,14.0,14.0,0,1,1.0,1.0,0,0
JMAN_2383362,06-01-2023,2.0,0.666666667,3.0,2.0,0,0,1.0,1.0,0,0
JMAN_9000902,24-03-2023,4.0,0.0,3.0,4.0,0,1,0.75,0.75,0,0
JMAN_9334156,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9014472,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9228504,03-02-2023,20.0,0.0,20.0,20.0,0,0,0.55,1.0,0,1
JMAN_2319823,17-02-2023,4.0,0.25,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_9334156,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2469850,20-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2319823,24-02-2023,4.0,0.25,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_2478377,31-03-2023,3.0,0.0,2.0,3.0,0,0,0.666666667,0.666666667,0,0
JMAN_9129318,17-03-2023,74.0,0.583333333,58.0,74.0,1,0,0.648648649,0.783783784,0,1
JMAN_18341492,31-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2331004,24-03-2023,1.0,0.0,2.0,1.0,0,1,1.0,1.0,0,0
JMAN_10078002,17-02-2023,18.0,0.1875,18.0,18.0,0,1,0.888888889,1.0,0,1
JMAN_10990609,17-03-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_2463960,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9892189,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9029087,27-01-2023,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9668954,31-03-2023,15.0,0.0,15.0,15.0,0,1,1.0,1.0,0,0
JMAN_2447191,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18127929,10-03-2023,3.0,0.0,,3.0,0,0,0.0,0.0,0,0
JMAN_2482911,10-02-2023,8.0,0.125,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2478470,03-02-2023,4.0,0.0,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_9026067,17-02-2023,1.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_18410810,24-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9028450,13-01-2023,9.0,0.111111111,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_16719774,03-03-2023,5.0,0.0,,5.0,0,0,0.0,0.0,0,0
JMAN_9045968,10-02-2023,2.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_9111310,10-02-2023,9.0,0.111111111,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2472640,17-03-2023,14.0,0.071428571,14.0,14.0,0,1,1.0,1.0,0,0
JMAN_1061593,10-03-2023,10.0,0.3,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_2479009,10-02-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2445795,13-01-2023,4.0,0.25,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2447281,27-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2481392,03-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_11633303,17-03-2023,16.0,0.166666667,10.0,16.0,0,1,0.75,0.625,1,0
JMAN_18391388,20-01-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_9002816,10-02-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9031383,17-03-2023,3.0,0.5,3.0,3.0,1,0,0.666666667,1.0,0,1
JMAN_9100265,06-01-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2441174,03-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_11126390,24-03-2023,8.0,0.0,8.0,8.0,0,0,1.0,1.0,0,0
JMAN_14331200,31-03-2023,7.0,0.0,7.0,7.0,0,0,1.0,1.0,0,0
JMAN_18410409,13-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2351429,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2448722,03-03-2023,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0
JMAN_2474115,10-02-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9410413,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9124812,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9208195,20-01-2023,36.0,0.055555556,33.0,36.0,0,1,1.0,0.916666667,1,0
JMAN_2454663,27-01-2023,3.0,0.333333333,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9004478,17-03-2023,5.0,0.2,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_2479627,27-01-2023,14.0,0.642857143,14.0,14.0,1,0,1.0,1.0,0,0
JMAN_18410402,17-02-2023,4.0,0.0,,4.0,0,0,0.0,0.0,0,0
JMAN_9002897,31-03-2023,4.0,0.25,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2473789,13-01-2023,20.0,0.157894737,19.0,20.0,0,1,0.95,0.95,0,0
JMAN_10936108,31-03-2023,28.0,0.043478261,23.0,28.0,0,1,0.821428571,0.821428571,0,0
JMAN_9026885,03-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_12452245,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_14071267,31-03-2023,5.0,1.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_2457694,17-02-2023,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9021651,03-03-2023,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0
JMAN_9242624,10-03-2023,13.0,0.1,10.0,13.0,0,1,0.769230769,0.769230769,0,0
JMAN_2478411,20-01-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_9811811,17-02-2023,7.0,0.0,6.0,7.0,0,0,0.857142857,0.857142857,0,0
JMAN_9275311,17-02-2023,1.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_2462569,03-02-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_2473478,17-03-2023,20.0,0.052631579,18.0,18.0,0,1,0.95,1.0,0,1
JMAN_2457731,17-02-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_9021732,10-02-2023,2.0,0.0,1.0,2.0,0,1,1.0,0.5,1,0
JMAN_9075404,10-02-2023,3.0,0.0,4.0,15.0,0,1,1.0,0.266666667,1,0
JMAN_2483316,24-02-2023,7.0,0.285714286,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_18278892,17-03-2023,3.0,0.0,,3.0,0,0,0.0,0.0,0,0
JMAN_18409554,31-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_18362448,06-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2476115,03-02-2023,5.0,0.2,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_2464445,20-01-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2477864,31-03-2023,6.0,0.166666667,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_11762688,10-02-2023,5.0,0.4,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_2469551,13-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_12472512,10-03-2023,5.0,0.0,5.0,5.0,0,1,0.8,1.0,0,1
JMAN_2481898,31-03-2023,4.0,0.0,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_2481518,10-02-2023,15.0,0.0,13.0,15.0,0,1,0.866666667,0.866666667,0,0
JMAN_12581551,20-01-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_9040231,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2436473,24-02-2023,5.0,0.0,4.0,5.0,0,1,0.8,0.8,0,0
JMAN_2468367,27-01-2023,7.0,0.857142857,7.0,7.0,1,0,1.0,1.0,0,0
JMAN_9357280,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10190396,03-03-2023,20.0,0.142857143,14.0,20.0,0,1,0.7,0.7,0,0
JMAN_16161349,10-03-2023,1.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2325725,20-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9031290,03-03-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_2375471,13-01-2023,11.0,0.090909091,11.0,11.0,0,1,1.0,1.0,0,0
JMAN_2311004,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9173832,03-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9057731,06-01-2023,5.0,0.666666667,3.0,5.0,1,0,0.6,0.6,0,0
JMAN_9773302,13-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9032834,06-01-2023,4.0,0.25,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9035528,27-01-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_12444009,27-01-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_12791979,24-02-2023,3.0,0.0,2.0,3.0,0,1,0.666666667,0.666666667,0,0
JMAN_18411647,13-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2448129,13-01-2023,3.0,0.666666667,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9008366,24-02-2023,40.0,0.648648649,38.0,40.0,0,1,0.925,0.95,0,1
JMAN_14450264,03-03-2023,4.0,0.0,1.0,4.0,0,1,0.25,0.25,0,0
JMAN_9002599,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9142835,17-03-2023,10.0,0.2,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_18410807,24-02-2023,5.0,0.0,,5.0,0,0,0.0,0.0,0,0
JMAN_2481280,17-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_18410839,17-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_18362857,17-03-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_18411239,24-02-2023,3.0,0.0,,3.0,0,0,0.0,0.0,0,0
JMAN_9014565,27-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2463460,24-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2471859,17-02-2023,2.0,1.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2483165,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2451145,24-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9164427,20-01-2023,31.0,0.064516129,31.0,31.0,0,1,1.0,1.0,0,0
JMAN_9747161,27-01-2023,5.0,0.333333333,3.0,5.0,1,0,0.6,0.6,0,0
JMAN_9016383,10-03-2023,2.0,0.5,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_9182542,03-02-2023,5.0,0.2,5.0,5.0,1,0,1.0,1.0,0,0
JMAN_2402799,17-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2458404,13-01-2023,19.0,0.0,18.0,19.0,0,1,0.947368421,0.947368421,0,0
JMAN_9325725,17-02-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_9729502,10-03-2023,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0
JMAN_18409550,13-01-2023,3.0,0.0,,3.0,0,0,0.0,0.0,0,0
JMAN_9001220,03-02-2023,5.0,0.2,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9086113,13-01-2023,6.0,0.0,6.0,6.0,0,0,1.0,1.0,0,0
JMAN_2445669,24-03-2023,17.0,0.058823529,17.0,17.0,0,1,1.0,1.0,0,0
JMAN_10445041,20-01-2023,5.0,0.4,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9322658,10-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9021651,20-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9022776,10-02-2023,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_18362857,27-01-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_2453773,17-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9003316,27-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2479496,03-03-2023,8.0,0.0,,8.0,0,0,0.0,0.0,0,0
JMAN_9014500,24-03-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2475042,17-02-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_14724130,17-03-2023,8.0,0.0,6.0,8.0,0,1,0.75,0.75,0,0
JMAN_18411660,10-03-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_9031987,20-01-2023,38.0,0.210526316,38.0,38.0,0,1,1.0,1.0,0,0
JMAN_9043466,24-03-2023,9.0,0.111111111,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_18410816,03-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_18127929,06-01-2023,3.0,0.0,,3.0,0,0,0.0,0.0,0,0
JMAN_2311004,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18410387,20-01-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_2430783,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9773302,20-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9020100,10-02-2023,15.0,0.0,15.0,15.0,0,1,0.933333333,1.0,0,1
JMAN_9018059,31-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9081717,17-02-2023,1.0,0.0,2.0,1.0,0,1,1.0,1.0,0,0
JMAN_9036409,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2469141,10-02-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_9391855,13-01-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_9016383,24-02-2023,2.0,1.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2402799,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2402799,03-02-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2472663,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_13302332,03-02-2023,11.0,0.0,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_2472306,17-02-2023,3.0,0.0,2.0,3.0,0,0,0.666666667,0.666666667,0,0
JMAN_9037476,10-03-2023,10.0,0.0,10.0,10.0,0,0,1.0,1.0,0,0
JMAN_2464850,27-01-2023,6.0,0.0,6.0,6.0,0,0,1.0,1.0,0,0
JMAN_2469134,03-03-2023,15.0,0.0,8.0,15.0,0,1,0.533333333,0.533333333,0,0
JMAN_2388391,17-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_14071267,03-02-2023,4.0,0.75,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9814943,03-02-2023,10.0,0.0,10.0,10.0,0,0,1.0,1.0,0,0
JMAN_2456787,13-01-2023,20.0,0.55,18.0,20.0,0,1,1.0,0.9,1,0
JMAN_10473228,03-03-2023,48.0,0.0,47.0,48.0,0,1,0.979166667,0.979166667,0,0
JMAN_9043399,17-03-2023,6.0,0.5,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_2467751,20-01-2023,9.0,0.222222222,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2479496,24-03-2023,8.0,0.0,,8.0,0,0,0.0,0.0,0,0
JMAN_9321490,17-03-2023,6.0,0.4,5.0,6.0,0,1,0.833333333,0.833333333,0,0
JMAN_2456322,27-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9010238,17-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2375471,10-02-2023,11.0,0.0,11.0,11.0,0,1,1.0,1.0,0,0
JMAN_9003728,10-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2431752,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18391757,17-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_18409537,20-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9014882,20-01-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9026067,10-02-2023,1.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_2479657,17-03-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_9258120,31-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2460628,17-03-2023,5.0,0.5,4.0,5.0,0,1,0.8,0.8,0,0
JMAN_9045452,06-01-2023,27.0,0.272727273,22.0,27.0,0,1,0.814814815,0.814814815,0,0
JMAN_14674125,24-02-2023,8.0,0.0,8.0,8.0,0,1,0.875,1.0,0,1
JMAN_14519900,06-01-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_9028734,20-01-2023,5.0,0.4,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9325725,03-03-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_10069485,24-03-2023,6.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_2451881,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2478786,17-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9028556,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10951284,31-03-2023,31.0,0.0,21.0,31.0,0,1,0.709677419,0.677419355,1,0
JMAN_2444091,27-01-2023,2.0,0.5,2.0,2.0,1,0,1.0,1.0,0,0
JMAN_2453773,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9008188,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2465119,31-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2325725,10-02-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2474690,27-01-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_10026734,24-02-2023,10.0,0.0,5.0,10.0,0,1,0.5,0.5,0,0
JMAN_18409554,06-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2466897,13-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9023355,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9014882,06-01-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2473347,10-02-2023,11.0,0.363636364,11.0,11.0,0,1,1.0,1.0,0,0
JMAN_9124812,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9449275,10-03-2023,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9034116,03-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9024511,03-03-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_9309647,24-02-2023,29.0,0.034482759,28.0,28.0,0,1,1.0,1.0,0,0
JMAN_10025258,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9051235,17-03-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_2476017,24-02-2023,9.0,0.222222222,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_10065601,10-02-2023,6.0,1.0,6.0,6.0,0,0,1.0,1.0,0,0
JMAN_2479512,27-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9003225,13-01-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_9004992,27-01-2023,7.0,0.0,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_2476482,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9182744,13-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_15078349,10-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18410835,13-01-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_18409953,20-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_11623101,27-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9552552,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10227669,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2375196,31-03-2023,4.0,0.0,3.0,4.0,0,0,0.75,0.75,0,0
JMAN_9003371,10-02-2023,8.0,0.0,8.0,8.0,0,0,1.0,1.0,0,0
JMAN_2457731,24-02-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_18391757,03-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9031987,03-02-2023,38.0,0.315789474,38.0,38.0,1,0,1.0,1.0,0,0
JMAN_9492699,03-02-2023,17.0,0.0,16.0,16.0,0,1,1.0,1.0,0,0
JMAN_9005027,10-02-2023,3.0,0.0,4.0,3.0,0,1,1.0,1.0,0,0
JMAN_2482475,10-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18410808,20-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2476200,24-02-2023,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_18409963,20-01-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_10048042,17-02-2023,18.0,0.3,10.0,18.0,1,0,0.555555556,0.555555556,0,0
JMAN_2481540,13-01-2023,16.0,0.1875,16.0,16.0,0,1,1.0,1.0,0,0
JMAN_2358714,31-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2479556,20-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9334156,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9001140,27-01-2023,11.0,0.272727273,11.0,11.0,0,1,1.0,1.0,0,0
JMAN_2469242,10-03-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_2467010,10-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9544449,31-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10489734,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18411228,03-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_15702888,13-01-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9089265,10-02-2023,10.0,0.4,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_2396226,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2398184,24-02-2023,10.0,0.0,8.0,10.0,0,0,0.5,0.8,0,1
JMAN_9008188,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9005782,31-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2439784,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2478576,10-03-2023,5.0,0.6,5.0,9.0,0,0,1.0,0.555555556,1,0
JMAN_9028070,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10467169,10-03-2023,2.0,0.0,1.0,2.0,0,0,1.0,0.5,1,0
