id,score_date,max_seats,agent_utilization,is_provisioned_any_channel_M_before,max_seats_M_before,agent_utilization_increase,agent_utilization_decrease,seat_utilization,seat_utilization_M_before,seat_utilization_increase,seat_utilization_decrease
JMAN_9020327,24-03-2023,12.0,0.222222222,9.0,12.0,0,0,0.75,0.75,0,0
JMAN_9086153,24-03-2023,10.0,0.1,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_2480951,03-03-2023,2.0,0.5,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2458607,31-03-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_2476200,24-03-2023,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_9036409,10-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9003334,17-03-2023,1.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_9023511,31-03-2023,133.0,0.351648352,96.0,133.0,0,1,0.684210526,0.721804511,0,1
JMAN_9006490,03-03-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9006490,24-02-2023,3.0,0.333333333,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9377382,13-01-2023,48.0,0.021276596,46.0,47.0,0,1,0.979166667,0.978723404,1,0
JMAN_18410384,03-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9623963,24-02-2023,6.0,0.0,6.0,6.0,0,0,1.0,1.0,0,0
JMAN_9027650,27-01-2023,10.0,0.0,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_18410830,24-03-2023,5.0,0.0,,5.0,0,0,0.0,0.0,0,0
JMAN_14142262,03-03-2023,3.0,0.666666667,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2477395,20-01-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_2453223,06-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9119221,24-02-2023,135.0,0.338345865,130.0,135.0,0,1,0.985185185,0.962962963,1,0
JMAN_9038279,17-02-2023,107.0,0.036363636,84.0,105.0,0,1,0.514018692,0.8,0,1
JMAN_2446861,17-02-2023,11.0,0.090909091,11.0,11.0,0,1,1.0,1.0,0,0
JMAN_2412645,31-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18410388,17-02-2023,4.0,0.0,,4.0,0,0,0.0,0.0,0,0
JMAN_9034076,20-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2329335,31-03-2023,7.0,0.428571429,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_2373631,31-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2473799,10-02-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_10683389,13-01-2023,8.0,0.25,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_9210682,17-03-2023,2.0,0.5,2.0,2.0,1,0,1.0,1.0,0,0
JMAN_9003814,03-03-2023,10.0,0.0,9.0,10.0,0,1,0.9,0.9,0,0
JMAN_10933641,24-02-2023,10.0,0.0,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_9002599,17-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_18391759,24-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2455695,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2439655,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2420440,17-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9005782,20-01-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_14142262,31-03-2023,3.0,0.666666667,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_18409535,13-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2272460,10-02-2023,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9163394,31-03-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9052714,10-02-2023,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9000512,31-03-2023,12.0,0.25,12.0,12.0,0,1,1.0,1.0,0,0
JMAN_9014680,03-02-2023,7.0,0.142857143,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_2475334,27-01-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9277805,27-01-2023,3.0,1.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_1061593,06-01-2023,10.0,0.1,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_9028695,27-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2436197,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_12452245,13-01-2023,4.0,0.0,4.0,7.0,0,1,0.5,0.571428571,0,1
JMAN_18409953,17-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2439784,20-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9108211,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9036732,17-03-2023,19.0,0.315789474,19.0,19.0,0,1,1.0,1.0,0,0
JMAN_9002990,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_11837797,10-02-2023,15.0,0.2,14.0,15.0,0,1,1.0,0.933333333,1,0
JMAN_18410387,03-02-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_2433825,10-02-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2255243,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18315630,27-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2468379,13-01-2023,4.0,0.25,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_2453359,20-01-2023,5.0,0.4,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9021088,10-03-2023,3.0,0.666666667,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9026067,24-02-2023,1.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_2458864,24-03-2023,4.0,0.25,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_18390989,06-01-2023,4.0,0.0,,4.0,0,0,0.0,0.0,0,0
JMAN_2475499,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2457086,13-01-2023,7.0,0.0,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_18410384,31-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_18410384,13-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9001220,10-02-2023,5.0,0.4,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2461772,31-03-2023,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2456787,24-03-2023,20.0,0.5,20.0,20.0,0,1,1.0,1.0,0,0
JMAN_2466310,10-03-2023,9.0,0.0,8.0,9.0,0,1,0.888888889,0.888888889,0,0
JMAN_11272416,10-03-2023,10.0,0.2,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_9021651,27-01-2023,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0
JMAN_2468132,03-03-2023,2.0,0.0,2.0,6.0,0,1,1.0,0.333333333,1,0
JMAN_2453833,17-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9010238,17-03-2023,2.0,0.0,2.0,2.0,0,0,0.0,1.0,0,1
JMAN_2453223,03-02-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2477792,17-03-2023,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0
JMAN_2420440,17-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2476052,17-02-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_18409535,31-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9075404,27-01-2023,3.0,0.0,8.0,15.0,0,0,1.0,0.533333333,1,0
JMAN_18127937,06-01-2023,5.0,0.0,,5.0,0,0,0.0,0.0,0,0
JMAN_9022086,10-02-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9396302,06-01-2023,43.0,0.026315789,41.0,43.0,0,1,0.88372093,0.953488372,0,1
JMAN_9034116,06-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2481547,06-01-2023,5.0,0.0,4.0,5.0,0,1,0.8,0.8,0,0
JMAN_9005021,24-03-2023,3.0,0.333333333,3.0,3.0,1,0,1.0,1.0,0,0
JMAN_9036409,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_1061593,31-03-2023,10.0,0.2,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_10243552,03-03-2023,8.0,0.125,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_18161158,13-01-2023,14.0,0.0,,14.0,0,0,0.0,0.0,0,0
JMAN_2470882,24-02-2023,3.0,0.666666667,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2464269,24-03-2023,1.0,0.0,2.0,3.0,0,1,1.0,0.666666667,1,0
JMAN_2445669,03-02-2023,15.0,0.066666667,14.0,14.0,0,1,1.0,1.0,0,0
JMAN_2439899,24-03-2023,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_9023361,13-01-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_10583513,27-01-2023,130.0,0.293650794,128.0,130.0,0,1,0.969230769,0.984615385,0,1
JMAN_2481522,24-02-2023,37.0,0.117647059,34.0,34.0,0,1,0.918918919,1.0,0,1
JMAN_16161349,20-01-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_9005782,24-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2470525,24-03-2023,5.0,0.4,4.0,5.0,0,1,1.0,0.8,1,0
JMAN_2463072,20-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2471638,24-02-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_18170555,27-01-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_18411660,27-01-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_13241134,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_14726436,03-03-2023,3.0,0.5,2.0,3.0,1,0,0.666666667,0.666666667,0,0
JMAN_18409944,06-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9052714,03-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9999715,06-01-2023,15.0,0.0,14.0,15.0,0,1,0.933333333,0.933333333,0,0
JMAN_2481357,10-02-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_18410810,17-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2447279,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2383362,10-03-2023,2.0,0.666666667,3.0,2.0,0,0,1.0,1.0,0,0
JMAN_2414128,13-01-2023,11.0,0.454545455,11.0,11.0,0,0,1.0,1.0,0,0
JMAN_2331172,31-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2437713,13-01-2023,4.0,0.0,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_11673207,27-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2319823,27-01-2023,4.0,0.25,4.0,4.0,1,0,1.0,1.0,0,0
JMAN_2358714,24-02-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9001356,06-01-2023,54.0,0.019607843,51.0,54.0,0,1,0.944444444,0.944444444,0,0
JMAN_9007134,10-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_15078349,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_15044959,03-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2476321,03-02-2023,4.0,0.5,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9001380,31-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2411898,31-03-2023,5.0,0.5,4.0,5.0,0,0,0.8,0.8,0,0
JMAN_1862669,10-03-2023,11.0,0.0,11.0,11.0,0,1,0.909090909,1.0,0,1
JMAN_2441495,31-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2453833,24-03-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2407642,31-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2453205,24-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2375196,03-02-2023,4.0,0.0,3.0,4.0,0,0,0.75,0.75,0,0
JMAN_9006660,10-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9007298,20-01-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_9023151,27-01-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_2465594,17-02-2023,5.0,0.25,4.0,5.0,0,0,0.8,0.8,0,0
JMAN_18410832,17-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2468805,03-02-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_18409955,31-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2386204,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18394406,17-02-2023,3.0,0.0,,3.0,0,0,0.0,0.0,0,0
JMAN_9031054,31-03-2023,6.0,0.333333333,6.0,6.0,0,0,1.0,1.0,0,0
JMAN_9016383,17-03-2023,2.0,0.5,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2402799,31-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9016506,27-01-2023,9.0,0.444444444,9.0,9.0,1,0,1.0,1.0,0,0
JMAN_2466490,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_1061593,03-02-2023,10.0,0.0,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_9575933,06-01-2023,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_2478859,24-03-2023,7.0,0.142857143,7.0,7.0,0,0,1.0,1.0,0,0
JMAN_13704353,24-03-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_9329562,06-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2451462,03-03-2023,8.0,0.0,7.0,8.0,0,1,0.875,0.875,0,0
JMAN_16087982,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10458906,31-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2452081,10-03-2023,9.0,0.222222222,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2476067,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2481216,06-01-2023,7.0,0.166666667,6.0,7.0,0,1,0.857142857,0.857142857,0,0
JMAN_9346429,10-03-2023,19.0,0.5,18.0,19.0,0,1,0.947368421,0.947368421,0,0
JMAN_9157238,20-01-2023,4.0,0.666666667,3.0,4.0,0,1,0.75,0.75,0,0
JMAN_13231089,31-03-2023,3.0,0.0,1.0,3.0,0,0,0.333333333,0.333333333,0,0
JMAN_2478470,17-02-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2483165,27-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2473347,20-01-2023,11.0,0.363636364,11.0,11.0,0,1,1.0,1.0,0,0
JMAN_9406927,03-03-2023,500.0,0.0,487.0,500.0,0,0,0.974,0.974,0,0
JMAN_2478556,06-01-2023,20.0,0.25,15.0,20.0,0,1,0.8,0.75,1,0
JMAN_2429595,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9020196,03-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9744797,13-01-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2433986,17-03-2023,8.0,0.375,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_10377531,20-01-2023,5.0,0.0,3.0,5.0,0,0,0.6,0.6,0,0
JMAN_2459144,13-01-2023,18.0,0.0625,16.0,18.0,0,1,0.888888889,0.888888889,0,0
JMAN_14674125,17-02-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_9003564,03-02-2023,7.0,0.142857143,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_2445988,17-03-2023,9.0,0.111111111,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_18410392,20-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2475069,27-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_14450264,24-02-2023,4.0,0.0,1.0,4.0,0,1,0.25,0.25,0,0
JMAN_9023511,27-01-2023,133.0,0.406779661,130.0,133.0,0,1,0.887218045,0.977443609,0,1
JMAN_2445795,10-02-2023,4.0,0.75,4.0,4.0,1,0,1.0,1.0,0,0
JMAN_12228971,10-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2456787,10-02-2023,20.0,0.55,20.0,20.0,0,1,1.0,1.0,0,0
JMAN_9259102,13-01-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2479496,31-03-2023,8.0,0.0,,8.0,0,0,0.0,0.0,0,0
JMAN_2464667,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9909652,24-02-2023,5.0,0.6,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_2392015,10-02-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_9498051,03-03-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_9047552,20-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2328487,24-02-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_2462242,17-02-2023,7.0,0.166666667,6.0,7.0,0,1,0.857142857,0.857142857,0,0
JMAN_2483165,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10967092,24-03-2023,3.0,0.333333333,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9492699,10-02-2023,17.0,0.0,16.0,16.0,0,1,1.0,1.0,0,0
JMAN_11710046,13-01-2023,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9111829,31-03-2023,13.0,0.076923077,13.0,13.0,0,1,1.0,1.0,0,0
JMAN_9001490,20-01-2023,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_2479657,31-03-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_9754365,20-01-2023,6.0,0.0,5.0,6.0,0,1,0.833333333,0.833333333,0,0
JMAN_10065601,03-03-2023,6.0,0.833333333,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_2463786,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2475871,31-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9897409,17-02-2023,8.0,0.333333333,6.0,8.0,0,0,0.75,0.75,0,0
JMAN_2414128,03-03-2023,11.0,0.454545455,11.0,11.0,0,0,1.0,1.0,0,0
JMAN_11673207,31-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2473570,03-03-2023,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2461321,20-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9111310,17-02-2023,9.0,0.0,9.0,9.0,0,0,1.0,1.0,0,0
JMAN_2463600,17-03-2023,5.0,0.0,4.0,5.0,0,1,0.8,0.8,0,0
JMAN_2467540,13-01-2023,8.0,0.5,2.0,8.0,0,1,0.25,0.25,0,0
JMAN_9056802,13-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2481280,24-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9022559,20-01-2023,50.0,0.0,8.0,50.0,0,0,0.16,0.16,0,0
JMAN_9023361,06-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2465581,10-02-2023,20.0,0.0,18.0,20.0,0,1,0.9,0.9,0,0
JMAN_2467751,06-01-2023,9.0,0.222222222,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2462757,27-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9029729,06-01-2023,3.0,0.333333333,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9003371,20-01-2023,8.0,0.0,8.0,8.0,0,0,1.0,1.0,0,0
JMAN_2449549,06-01-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2474690,17-02-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2473750,31-03-2023,27.0,0.090909091,11.0,27.0,0,1,0.407407407,0.407407407,0,0
JMAN_10026734,17-03-2023,10.0,0.0,5.0,10.0,0,1,0.5,0.5,0,0
JMAN_9057731,03-02-2023,5.0,0.0,3.0,5.0,0,0,0.6,0.6,0,0
JMAN_18391348,20-01-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_2480177,20-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9028641,17-02-2023,10.0,0.0,10.0,10.0,0,0,1.0,1.0,0,0
JMAN_2451026,27-01-2023,300.0,0.298578199,206.0,300.0,0,1,0.703333333,0.686666667,1,0
JMAN_10670367,27-01-2023,12.0,0.166666667,11.0,11.0,0,1,1.0,1.0,0,0
JMAN_9051235,03-03-2023,6.0,0.166666667,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_9345011,13-01-2023,126.0,0.06504065,126.0,126.0,0,1,0.976190476,1.0,0,1
JMAN_18410392,31-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9926068,03-03-2023,8.0,0.125,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_9322658,06-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2446956,20-01-2023,3.0,0.333333333,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_18409527,20-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2475275,31-03-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2470977,13-01-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_9270194,20-01-2023,15.0,0.230769231,13.0,15.0,0,1,0.866666667,0.866666667,0,0
JMAN_2374639,13-01-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2475116,31-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9016561,17-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2481520,24-03-2023,4.0,0.75,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_2480177,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9086153,17-02-2023,10.0,0.2,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_2458607,10-03-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_18410407,06-01-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_11200796,27-01-2023,5.0,0.2,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9045452,17-03-2023,27.0,0.36,25.0,27.0,0,1,0.925925926,0.925925926,0,0
JMAN_9028996,06-01-2023,13.0,0.333333333,12.0,13.0,0,1,0.923076923,0.923076923,0,0
JMAN_10078002,17-03-2023,18.0,0.1875,16.0,18.0,0,1,0.888888889,0.888888889,0,0
JMAN_10188921,20-01-2023,8.0,0.0,5.0,8.0,0,0,0.5,0.625,0,1
JMAN_18391376,17-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2480133,03-03-2023,6.0,0.4,5.0,6.0,0,1,0.833333333,0.833333333,0,0
JMAN_9441150,03-02-2023,5.0,0.5,4.0,5.0,0,0,0.8,0.8,0,0
JMAN_2477395,03-02-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_9023151,20-01-2023,5.0,0.2,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9310859,03-03-2023,11.0,0.333333333,9.0,11.0,0,1,0.818181818,0.818181818,0,0
JMAN_18391757,10-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9420063,20-01-2023,6.0,0.166666667,6.0,6.0,0,0,1.0,1.0,0,0
JMAN_14331200,17-03-2023,7.0,0.0,7.0,7.0,0,0,1.0,1.0,0,0
JMAN_2447679,03-03-2023,3.0,0.0,2.0,3.0,0,1,0.666666667,0.666666667,0,0
JMAN_2452339,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9021826,17-02-2023,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2478900,17-02-2023,2.0,0.0,1.0,2.0,0,1,0.5,0.5,0,0
JMAN_2474115,27-01-2023,3.0,0.333333333,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9119221,06-01-2023,135.0,0.19379845,134.0,135.0,0,1,0.955555556,0.992592593,0,1
JMAN_2453359,27-01-2023,5.0,0.4,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_9111829,06-01-2023,13.0,0.076923077,13.0,13.0,0,1,1.0,1.0,0,0
JMAN_2454576,06-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2477864,24-02-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_11200796,17-02-2023,5.0,0.6,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_2474070,10-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2479836,10-02-2023,2.0,0.5,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2445629,24-03-2023,14.0,0.285714286,14.0,14.0,0,1,1.0,1.0,0,0
JMAN_2473789,06-01-2023,20.0,0.210526316,19.0,20.0,0,1,0.95,0.95,0,0
JMAN_9004544,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2464661,17-02-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9004146,03-03-2023,12.0,0.0,12.0,12.0,0,1,1.0,1.0,0,0
JMAN_2475094,06-01-2023,5.0,0.0,4.0,5.0,0,0,0.8,0.8,0,0
JMAN_2442325,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9965861,10-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
