id,score_date,current_arr,future_arr,arr_change,fx_impact,seat_change_arr,product_change_arr
JMAN_2471638,24-02-2023,7836.0,7836.0,0.0,0.0,0.0,0.0
JMAN_18170555,27-01-2023,696.0,696.0,0.0,0.0,0.0,0.0
JMAN_18411660,27-01-2023,456.0,0.0,-456.0,0.0,0.0,-456.0
JMAN_13241134,06-01-2023,1800.0,19008.0,17208.0,0.0,34200.0,0.0
JMAN_14726436,03-03-2023,2844.0,2844.0,0.0,0.0,0.0,0.0
JMAN_18409944,06-01-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9052714,03-02-2023,3576.0,3576.0,0.0,0.0,0.0,0.0
JMAN_9999715,06-01-2023,10620.0,10620.0,0.0,0.0,0.0,0.0
JMAN_2481357,10-02-2023,120.0,120.0,0.0,0.0,0.0,0.0
JMAN_18410810,17-03-2023,348.0,348.0,0.0,0.0,0.0,0.0
JMAN_2447279,03-02-2023,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_2383362,10-03-2023,2136.0,2136.0,0.0,0.0,0.0,0.0
JMAN_2414128,13-01-2023,12672.0,12900.0,228.0,0.0,0.0,0.0
JMAN_2331172,31-03-2023,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_2437713,13-01-2023,240.0,240.0,0.0,0.0,0.0,0.0
JMAN_11673207,27-01-2023,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_2319823,27-01-2023,257.28,260.28,0.0,3.0,0.0,0.0
JMAN_2358714,24-02-2023,1324.68,,-1332.11,7.43,0.0,-1299.36
JMAN_9001356,06-01-2023,38232.0,38232.0,0.0,0.0,0.0,0.0
JMAN_9007134,10-02-2023,180.0,180.0,0.0,0.0,0.0,0.0
JMAN_15078349,17-03-2023,433.08,443.64,0.0,600.24,0.0,0.0
JMAN_15044959,03-02-2023,1234.8,2058.0,823.2,0.0,823.2,0.0
JMAN_2476321,03-02-2023,3792.0,3792.0,0.0,0.0,0.0,0.0
JMAN_9001380,31-03-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_2411898,31-03-2023,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_1862669,10-03-2023,2396.76,2511.96,0.0,115.2,0.0,0.0
JMAN_2441495,31-03-2023,900.0,1500.0,600.0,0.0,600.0,0.0
JMAN_2453833,24-03-2023,600.0,600.0,0.0,0.0,0.0,0.0
JMAN_2407642,31-03-2023,336.0,,-336.0,0.0,0.0,-336.0
JMAN_2453205,24-03-2023,242.04,495.84,251.52,2.28,251.52,0.0
JMAN_2375196,03-02-2023,886.56,925.8,0.0,39.24,0.0,0.0
JMAN_9006660,10-02-2023,9402.96,9585.12,0.0,182.16,0.0,0.0
JMAN_9007298,20-01-2023,488.88,494.52,0.0,5.64,0.0,0.0
JMAN_9023151,27-01-2023,10740.0,,-10740.0,0.0,0.0,-10740.0
JMAN_2465594,17-02-2023,2940.0,,-2940.0,0.0,0.0,-2940.0
JMAN_18410832,17-02-2023,420.0,420.0,0.0,0.0,0.0,0.0
JMAN_2468805,03-02-2023,324.0,396.0,72.0,0.0,0.0,0.0
JMAN_18409955,31-03-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_2386204,17-02-2023,936.0,,-936.0,0.0,0.0,-936.0
JMAN_18394406,17-02-2023,504.0,504.0,0.0,0.0,0.0,0.0
JMAN_9031054,31-03-2023,2527.56,3836.4,1182.48,126.36,0.0,0.0
JMAN_9016383,17-03-2023,1704.0,2016.0,312.0,0.0,0.0,0.0
JMAN_2402799,31-03-2023,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_9016506,27-01-2023,8452.08,8550.84,0.0,98.76,0.0,0.0
JMAN_2466490,13-01-2023,1308.0,1308.0,0.0,0.0,0.0,0.0
JMAN_1061593,03-02-2023,18000.0,18000.0,0.0,0.0,0.0,0.0
JMAN_9575933,06-01-2023,6750.0,6750.0,0.0,0.0,0.0,0.0
JMAN_2478859,24-03-2023,1596.0,1596.0,0.0,0.0,0.0,0.0
JMAN_13704353,24-03-2023,13248.0,19800.0,6552.0,0.0,4968.0,0.0
JMAN_9329562,06-01-2023,900.6,900.6,0.0,0.0,0.0,0.0
JMAN_2451462,03-03-2023,2604.0,2604.0,0.0,0.0,0.0,0.0
JMAN_16087982,17-03-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_10458906,31-03-2023,3564.0,4752.0,1188.0,0.0,1188.0,0.0
JMAN_2452081,10-03-2023,2178.48,2231.4,0.0,52.92,0.0,0.0
JMAN_2476067,24-02-2023,672.0,768.0,96.0,0.0,0.0,0.0
JMAN_2481216,06-01-2023,7624.92,7959.6,0.0,334.68,0.0,0.0
JMAN_9346429,10-03-2023,47880.0,47880.0,0.0,0.0,0.0,0.0
JMAN_9157238,20-01-2023,2832.0,2832.0,0.0,0.0,0.0,0.0
JMAN_13231089,31-03-2023,2544.0,2544.0,0.0,0.0,0.0,0.0
JMAN_2478470,17-02-2023,1200.0,1200.0,0.0,0.0,0.0,0.0
JMAN_2483165,27-01-2023,228.0,276.0,48.0,0.0,0.0,0.0
JMAN_2473347,20-01-2023,16500.0,19668.0,3168.0,0.0,0.0,0.0
JMAN_9406927,03-03-2023,590436.0,590436.0,0.0,0.0,0.0,0.0
JMAN_2478556,06-01-2023,20400.0,20835.0,435.0,0.0,-7140.0,0.0
JMAN_2429595,06-01-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9020196,03-03-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9744797,13-01-2023,180.0,180.0,0.0,0.0,0.0,0.0
JMAN_2433986,17-03-2023,13944.96,14614.8,0.0,669.84,0.0,0.0
JMAN_10377531,20-01-2023,2040.0,2040.0,0.0,0.0,0.0,0.0
JMAN_2459144,13-01-2023,4104.0,4560.0,456.0,0.0,456.0,0.0
JMAN_14674125,17-02-2023,9504.0,9504.0,0.0,0.0,0.0,0.0
JMAN_9003564,03-02-2023,4000.2,4077.6,0.0,77.4,0.0,0.0
JMAN_2445988,17-03-2023,2160.0,2160.0,0.0,0.0,0.0,0.0
JMAN_18410392,20-01-2023,228.0,168.0,-60.0,0.0,0.0,0.0
JMAN_2475069,27-01-2023,8400.6,8498.76,0.0,98.16,0.0,0.0
JMAN_14450264,24-02-2023,3792.0,4272.0,480.0,0.0,0.0,0.0
JMAN_9023511,27-01-2023,132685.56,132685.56,0.0,0.0,0.0,0.0
JMAN_2445795,10-02-2023,240.0,240.0,0.0,0.0,0.0,0.0
JMAN_12228971,10-03-2023,1188.0,,-1188.0,0.0,0.0,0.0
JMAN_2456787,10-02-2023,22955.52,25756.8,2280.48,529.44,2264.412,0.0
JMAN_9259102,13-01-2023,1584.0,2640.0,1056.0,0.0,1056.0,0.0
JMAN_2479496,31-03-2023,480.0,480.0,0.0,0.0,0.0,0.0
JMAN_2464667,17-03-2023,108.0,108.0,0.0,0.0,0.0,0.0
JMAN_9909652,24-02-2023,4260.0,3024.0,-1236.0,0.0,-1704.0,0.0
JMAN_2392015,10-02-2023,1140.0,1140.0,0.0,0.0,0.0,0.0
JMAN_9498051,03-03-2023,1368.0,1368.0,0.0,0.0,0.0,0.0
JMAN_9047552,20-01-2023,566.04,572.64,0.0,6.6,0.0,0.0
JMAN_2328487,24-02-2023,324.72,330.96,0.0,6.24,0.0,0.0
JMAN_2462242,17-02-2023,1596.0,1368.0,-228.0,0.0,-228.0,0.0
JMAN_2483165,24-02-2023,228.0,276.0,48.0,0.0,0.0,0.0
JMAN_10967092,24-03-2023,2124.0,2484.0,360.0,0.0,0.0,0.0
JMAN_9492699,10-02-2023,21012.0,24379.68,2345.04,1022.64,2344.96,0.0
JMAN_11710046,13-01-2023,2376.0,2376.0,0.0,0.0,0.0,0.0
JMAN_9111829,31-03-2023,27732.0,38220.0,10488.0,0.0,1848.0,0.0
JMAN_9001490,20-01-2023,2640.0,2940.0,300.0,0.0,0.0,0.0
JMAN_2479657,31-03-2023,1800.0,1800.0,0.0,0.0,0.0,0.0
JMAN_9754365,20-01-2023,3168.0,3168.0,0.0,0.0,0.0,0.0
JMAN_10065601,03-03-2023,10800.0,10800.0,0.0,0.0,0.0,0.0
JMAN_2463786,03-03-2023,1481.64,1851.48,272.88,96.96,0.0,0.0
JMAN_2475871,31-03-2023,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_9897409,17-02-2023,10816.2,4875.96,-6274.44,334.2,0.0,-6274.44
JMAN_2414128,03-03-2023,12672.0,16512.0,3840.0,0.0,0.0,0.0
JMAN_11673207,31-03-2023,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_2473570,03-03-2023,3261.24,3389.28,0.0,128.04,0.0,0.0
JMAN_2461321,20-01-2023,1188.0,1188.0,0.0,0.0,0.0,0.0
JMAN_9111310,17-02-2023,2700.0,2700.0,0.0,0.0,0.0,0.0
JMAN_2463600,17-03-2023,6132.0,7944.0,1812.0,0.0,0.0,0.0
JMAN_2467540,13-01-2023,6072.0,,-6130.2,58.2,0.0,-6130.2
JMAN_9056802,13-01-2023,120.0,120.0,0.0,0.0,0.0,0.0
JMAN_2481280,24-02-2023,816.0,816.0,0.0,0.0,0.0,0.0
JMAN_9022559,20-01-2023,43646.4,,-43646.4,0.0,0.0,-43646.4
JMAN_9023361,06-01-2023,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_2465581,10-02-2023,23760.0,36000.0,12240.0,0.0,0.0,0.0
JMAN_2467751,06-01-2023,17367.12,17570.28,0.0,203.16,0.0,0.0
JMAN_2462757,27-01-2023,64.32,65.04,0.0,0.72,0.0,0.0
JMAN_9029729,06-01-2023,3434.76,3475.08,0.0,40.32,0.0,0.0
JMAN_9003371,20-01-2023,2400.0,2400.0,0.0,0.0,0.0,0.0
JMAN_2449549,06-01-2023,180.0,180.0,0.0,0.0,0.0,0.0
JMAN_2474690,17-02-2023,3264.0,3264.0,0.0,0.0,0.0,0.0
JMAN_2473750,31-03-2023,15876.0,5880.0,-9996.0,0.0,-9996.0,0.0
JMAN_10026734,17-03-2023,10080.0,10080.0,0.0,0.0,0.0,0.0
JMAN_9057731,03-02-2023,3480.0,3480.0,0.0,0.0,0.0,0.0
JMAN_18391348,20-01-2023,840.0,840.0,0.0,0.0,0.0,0.0
JMAN_2480177,20-01-2023,408.0,408.0,0.0,0.0,0.0,0.0
JMAN_9028641,17-02-2023,4956.0,5302.8,346.8,0.0,0.0,0.0
JMAN_2451026,27-01-2023,457493.4,477574.68,0.0,40800.96,0.0,0.0
JMAN_10670367,27-01-2023,21600.0,46124.76,24524.76,0.0,25200.0,0.0
JMAN_9051235,03-03-2023,7128.0,7128.0,0.0,0.0,0.0,0.0
JMAN_9345011,13-01-2023,74088.0,74088.0,0.0,0.0,0.0,0.0
JMAN_18410392,31-03-2023,228.0,168.0,-60.0,0.0,0.0,0.0
JMAN_9926068,03-03-2023,6013.08,6248.88,0.0,235.8,0.0,0.0
JMAN_9322658,06-01-2023,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_2446956,20-01-2023,2160.0,708.0,-1452.0,0.0,-600.0,-1260.0
JMAN_18409527,20-01-2023,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_2475275,31-03-2023,636.96,652.44,0.0,15.48,0.0,0.0
JMAN_2470977,13-01-2023,1140.0,1140.0,0.0,0.0,0.0,0.0
JMAN_9270194,20-01-2023,15750.0,15750.0,0.0,0.0,0.0,0.0
JMAN_2374639,13-01-2023,912.0,1200.0,288.0,0.0,0.0,0.0
JMAN_2475116,31-03-2023,852.0,828.0,-24.0,0.0,0.0,-144.0
JMAN_9016561,17-02-2023,216.0,264.0,48.0,0.0,0.0,0.0
JMAN_2481520,24-03-2023,5232.0,6672.0,1440.0,0.0,0.0,0.0
JMAN_2480177,24-02-2023,408.0,408.0,0.0,0.0,0.0,0.0
JMAN_9086153,17-02-2023,21480.0,,-21480.0,0.0,0.12,-21480.0
JMAN_2458607,10-03-2023,120.0,120.0,0.0,0.0,0.0,0.0
JMAN_18410407,06-01-2023,840.0,840.0,0.0,0.0,0.0,0.0
JMAN_11200796,27-01-2023,5736.84,5988.6,0.0,328.2,0.0,0.0
JMAN_9045452,17-03-2023,34052.64,37464.12,2536.68,874.8,2536.666667,0.0
JMAN_9028996,06-01-2023,22776.0,13611.0,-9165.0,0.0,0.0,-7332.0
JMAN_10078002,17-03-2023,21384.0,22572.0,1188.0,0.0,1188.0,0.0
JMAN_10188921,20-01-2023,9408.0,,-9408.0,0.0,0.0,-9408.0
JMAN_18391376,17-02-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_2480133,03-03-2023,360.0,360.0,0.0,0.0,0.0,0.0
JMAN_9441150,03-02-2023,1500.0,2100.0,600.0,0.0,600.0,0.0
JMAN_2477395,03-02-2023,2736.0,2736.0,0.0,0.0,0.0,0.0
JMAN_9023151,20-01-2023,10740.0,,-10740.0,0.0,0.0,-10740.0
JMAN_9310859,03-03-2023,11220.0,4740.0,-6480.0,0.0,-6120.0,0.0
JMAN_18391757,10-02-2023,420.0,420.0,0.0,0.0,0.0,0.0
JMAN_9420063,20-01-2023,13300.08,13300.08,0.0,0.0,0.0,0.0
JMAN_14331200,17-03-2023,1525.2,1598.52,0.0,345.6,0.0,0.0
JMAN_2447679,03-03-2023,191.04,198.6,0.0,7.56,0.0,0.0
JMAN_2452339,03-02-2023,64.92,66.24,0.0,1.32,0.0,0.0
JMAN_9021826,17-02-2023,2052.0,2052.0,0.0,0.0,0.0,0.0
JMAN_2478900,17-02-2023,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_2474115,27-01-2023,3924.0,5004.0,1080.0,0.0,0.0,0.0
JMAN_9119221,06-01-2023,176058.84,272677.8,85167.72,13633.56,91305.26222,0.0
JMAN_2453359,27-01-2023,3480.0,3480.0,0.0,0.0,0.0,0.0
JMAN_9111829,06-01-2023,27732.0,27732.0,0.0,0.0,0.0,0.0
JMAN_2454576,06-01-2023,1884.0,1884.0,0.0,0.0,0.0,0.0
JMAN_2477864,24-02-2023,648.0,792.0,144.0,0.0,0.0,0.0
JMAN_11200796,17-02-2023,5836.68,6094.92,0.0,336.72,0.0,0.0
JMAN_2474070,10-03-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_2479836,10-02-2023,2136.0,2136.0,0.0,0.0,0.0,0.0
JMAN_2445629,24-03-2023,14952.0,14952.0,0.0,0.0,0.0,0.0
JMAN_2473789,06-01-2023,17520.0,17520.0,0.0,0.0,0.0,0.0
JMAN_9004544,03-03-2023,108.0,108.0,0.0,0.0,0.0,0.0
JMAN_2464661,17-02-2023,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_9004146,03-03-2023,11376.0,11376.0,0.0,0.0,0.0,0.0
JMAN_2475094,06-01-2023,1140.0,1140.0,0.0,0.0,0.0,0.0
JMAN_2442325,06-01-2023,115.8,,-116.88,1.08,0.0,-116.88
JMAN_9965861,10-03-2023,5500.8,,-5500.8,0.0,0.0,-5500.8
JMAN_9329562,31-03-2023,900.6,900.6,0.0,0.0,0.0,0.0
JMAN_9017319,03-02-2023,1980.0,2508.0,528.0,0.0,0.0,0.0
JMAN_16087982,17-02-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_2441495,17-03-2023,900.0,1500.0,600.0,0.0,600.0,0.0
JMAN_2429874,03-02-2023,1773.12,1851.6,0.0,78.48,0.0,0.0
JMAN_2479438,03-02-2023,1536.0,1536.0,0.0,0.0,0.0,0.0
JMAN_2449317,06-01-2023,720.0,720.0,0.0,0.0,0.0,0.0
JMAN_9157238,06-01-2023,2832.0,2832.0,0.0,0.0,0.0,0.0
JMAN_18409549,13-01-2023,504.0,504.0,0.0,0.0,0.0,0.0
JMAN_2433825,24-03-2023,229.32,287.04,52.92,4.8,0.0,0.0
JMAN_18362423,27-01-2023,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_2412645,13-01-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_18278892,27-01-2023,1260.0,1260.0,0.0,0.0,0.0,0.0
JMAN_9696461,17-02-2023,600.0,600.0,0.0,0.0,0.0,0.0
JMAN_2480177,13-01-2023,408.0,408.0,0.0,0.0,0.0,0.0
JMAN_9016561,24-03-2023,216.0,264.0,48.0,0.0,0.0,0.0
JMAN_2471019,27-01-2023,64.32,65.04,0.0,0.72,0.0,0.0
JMAN_10670367,10-02-2023,21600.0,46124.76,24524.76,0.0,25200.0,0.0
JMAN_9020196,17-02-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9001490,24-03-2023,2640.0,,-2640.0,0.0,0.0,-2940.0
JMAN_9034647,03-03-2023,720.0,,-720.0,0.0,0.0,-720.0
JMAN_9160150,27-01-2023,1224.0,,-1224.0,0.0,0.0,-1224.0
JMAN_9034877,20-01-2023,1788.0,1788.0,0.0,0.0,0.0,0.0
JMAN_18411667,20-01-2023,696.0,696.0,0.0,0.0,0.0,0.0
JMAN_9325725,24-03-2023,1743.12,2055.24,222.48,89.64,222.465,0.0
JMAN_10243552,10-02-2023,17568.0,21960.0,4392.0,0.0,3792.0,0.0
JMAN_2464269,03-02-2023,4639.68,,-4640.28,0.6,-1329.84,-2778.48
JMAN_14459683,24-03-2023,15147.0,16929.0,1782.0,0.0,1683.0,0.0
JMAN_2338685,13-01-2023,600.0,600.0,0.0,0.0,0.0,0.0
JMAN_2481501,24-02-2023,180.0,180.0,0.0,0.0,0.0,0.0
JMAN_2475820,03-03-2023,217.92,231.48,0.0,13.56,0.0,0.0
JMAN_2452751,24-03-2023,5472.0,5472.0,0.0,0.0,0.0,0.0
JMAN_9311958,10-02-2023,12936.0,,-12936.0,0.0,0.0,-12936.0
JMAN_9393166,06-01-2023,1140.0,1140.0,0.0,0.0,0.0,0.0
JMAN_2479861,03-02-2023,1740.36,1774.08,0.0,33.72,0.0,0.0
JMAN_18409537,31-03-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9525135,17-03-2023,9072.0,9600.0,528.0,0.0,0.12,360.0
JMAN_9019035,13-01-2023,1308.0,1308.0,0.0,0.0,0.0,0.0
JMAN_16358561,24-02-2023,1680.0,1104.0,-576.0,0.0,-840.0,0.0
JMAN_10468922,10-03-2023,33264.0,33264.0,0.0,0.0,0.0,0.0
JMAN_9031054,03-03-2023,2527.56,3888.36,1182.48,178.32,0.0,0.0
JMAN_9006490,06-01-2023,6624.0,6624.0,0.0,0.0,0.0,0.0
JMAN_9118267,24-03-2023,3168.0,3528.0,360.0,0.0,0.0,0.0
JMAN_2463600,10-03-2023,6132.0,7944.0,1812.0,0.0,0.0,0.0
JMAN_2458020,10-02-2023,26952.0,35921.4,7641.12,1328.28,0.0,0.0
JMAN_9814943,10-03-2023,30960.0,30960.0,0.0,0.0,0.0,0.0
JMAN_9023361,10-03-2023,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_9025908,24-02-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_14456696,24-02-2023,2376.0,2760.0,384.0,0.0,0.0,0.0
JMAN_9028903,10-03-2023,14016.0,14016.0,0.0,0.0,0.0,0.0
JMAN_2398184,31-03-2023,3000.0,3000.0,0.0,0.0,0.0,0.0
JMAN_2451147,10-02-2023,4680.0,5580.0,900.0,0.0,0.0,0.0
JMAN_9031450,20-01-2023,1140.0,1380.0,240.0,0.0,0.0,0.0
JMAN_2474696,31-03-2023,600.0,600.0,0.0,0.0,0.0,0.0
JMAN_9662440,17-02-2023,32373.0,32373.0,0.0,0.0,0.0,0.0
JMAN_9420063,03-02-2023,13300.08,13300.08,0.0,0.0,0.0,0.0
JMAN_18410378,17-02-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_18410387,03-03-2023,840.0,840.0,0.0,0.0,0.0,0.0
JMAN_18070801,24-03-2023,348.0,420.0,72.0,0.0,0.0,72.0
JMAN_2472150,17-03-2023,1176.0,1176.0,0.0,0.0,0.0,0.0
JMAN_9410413,24-02-2023,1295.04,,-1295.04,0.0,0.0,-1295.04
JMAN_2440850,10-03-2023,960.0,960.0,0.0,0.0,0.0,0.0
JMAN_2420550,06-01-2023,217.8,227.4,0.0,9.6,0.0,0.0
JMAN_9002159,03-02-2023,17013.72,17343.36,0.0,329.64,0.0,0.0
JMAN_11309660,03-02-2023,948.0,948.0,0.0,0.0,0.0,0.0
JMAN_9028996,17-02-2023,22776.0,13611.0,-9165.0,0.0,0.0,-7332.0
JMAN_9003225,17-02-2023,13922.76,27537.48,13144.44,470.28,0.0,0.0
JMAN_10069632,24-02-2023,336.0,,-336.0,0.0,0.0,-408.0
JMAN_10069485,10-02-2023,2940.0,3528.0,588.0,0.0,588.0,0.0
JMAN_13704353,27-01-2023,13248.0,19800.0,6552.0,0.0,4968.0,0.0
JMAN_9086113,17-03-2023,1152.0,1152.0,0.0,2271.96,0.0,0.0
JMAN_13993883,24-02-2023,11575.8,24902.88,12878.64,448.44,8108.566588,0.0
JMAN_2459852,31-03-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_14456696,03-03-2023,2376.0,2760.0,384.0,0.0,0.0,0.0
JMAN_9611076,20-01-2023,33264.0,36828.0,3564.0,0.0,3564.0,0.0
JMAN_9031383,10-03-2023,2124.0,2484.0,360.0,0.0,0.0,0.0
JMAN_9281732,20-01-2023,126500.04,126500.04,0.0,0.0,0.0,0.0
JMAN_18409535,17-02-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9052714,03-03-2023,3576.0,3576.0,0.0,0.0,0.0,0.0
JMAN_10967092,10-03-2023,2124.0,2484.0,360.0,0.0,0.0,0.0
JMAN_9000101,24-02-2023,708.0,828.0,120.0,0.0,0.0,0.0
JMAN_9031615,24-03-2023,3000.0,3600.0,600.0,0.0,600.0,0.0
JMAN_2468966,31-03-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9038496,03-03-2023,60110.64,62912.64,429.87,2372.13,0.0,0.0
JMAN_18410406,27-01-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9008366,13-01-2023,64322.4,65075.04,0.0,752.64,0.0,0.0
JMAN_9118267,13-01-2023,3168.0,3168.0,0.0,0.0,0.0,0.0
JMAN_2445988,10-02-2023,2160.0,2160.0,0.0,0.0,0.0,0.0
JMAN_10069632,17-02-2023,336.0,,-336.0,0.0,0.0,-408.0
JMAN_17632926,03-03-2023,228.0,276.0,48.0,0.0,0.0,0.0
JMAN_2464578,10-02-2023,6384.0,6384.0,0.0,0.0,0.0,0.0
JMAN_9022559,17-03-2023,43646.4,,-43646.4,0.0,0.0,-43646.4
JMAN_13178606,03-03-2023,85647.96,115884.0,30236.04,0.0,4176.0,0.0
JMAN_13993883,31-03-2023,11354.76,24545.52,12878.64,312.12,8108.566588,0.0
JMAN_9018509,24-03-2023,6444.0,6444.0,0.0,0.0,0.0,0.0
JMAN_11442073,27-01-2023,2844.0,2844.0,0.0,0.0,0.0,0.0
JMAN_2467751,10-02-2023,17533.32,17872.92,0.0,339.6,0.0,0.0
JMAN_9008188,17-03-2023,1500.0,,-1500.0,0.0,0.0,-1500.0
JMAN_18391388,06-01-2023,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_2463468,03-02-2023,2328.0,2328.0,0.0,0.0,0.0,0.0
JMAN_9014743,24-02-2023,5040.0,6696.0,1656.0,0.0,0.0,0.0
JMAN_2479861,06-01-2023,1723.92,1743.96,0.0,20.04,0.0,0.0
JMAN_9668954,24-03-2023,3268.32,4110.48,685.08,345.6,685.08,0.0
JMAN_2452339,13-01-2023,64.32,65.04,0.0,0.72,0.0,0.0
JMAN_9773302,24-02-2023,116.88,145.68,26.04,2.76,0.0,0.0
JMAN_2444478,31-03-2023,108.0,132.0,24.0,0.0,0.0,0.0
JMAN_2473033,03-02-2023,2052.0,2052.0,0.0,0.0,0.0,0.0
JMAN_9019580,24-02-2023,2961.12,3018.48,0.0,57.36,0.0,0.0
JMAN_15081132,20-01-2023,4740.0,5688.0,948.0,0.0,948.0,0.0
JMAN_9406927,31-03-2023,590436.0,590436.0,0.0,0.0,0.0,0.0
JMAN_2460735,17-03-2023,6369.72,5832.96,-673.32,136.56,-1944.33,0.0
JMAN_9019962,27-01-2023,528.0,588.0,60.0,0.0,0.0,0.0
JMAN_9075938,24-02-2023,7668.0,7668.0,0.0,0.0,0.0,0.0
JMAN_9028695,10-03-2023,4296.0,5256.0,960.0,0.0,0.0,0.0
JMAN_2479556,31-03-2023,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_13302332,17-02-2023,10670.04,22837.56,11151.36,1016.16,775.4302041,0.0
JMAN_18161158,10-03-2023,9912.0,9912.0,0.0,0.0,0.0,0.0
JMAN_2464850,20-01-2023,4284.36,2274.12,-2105.88,95.64,-2105.9,0.0
JMAN_9001220,24-02-2023,5340.0,5340.0,0.0,0.0,0.0,0.0
JMAN_9002536,10-02-2023,3816.0,4680.0,864.0,0.0,0.0,0.0
JMAN_2458020,24-02-2023,26952.0,35921.4,7641.12,1328.28,0.0,0.0
JMAN_9016831,13-01-2023,4500.0,4500.0,0.0,0.0,0.0,0.0
JMAN_9524662,03-02-2023,4597.56,,-4612.68,15.12,-1541.16,-3071.52
JMAN_9023120,27-01-2023,1308.0,1308.0,0.0,0.0,0.0,0.0
JMAN_9328421,10-03-2023,3456.0,3456.0,0.0,0.0,0.0,0.0
JMAN_54374,17-02-2023,11968.92,,-12280.44,9841.08,0.0,0.0
JMAN_2461858,06-01-2023,973.08,1015.8,0.0,42.72,0.0,0.0
JMAN_18411660,31-03-2023,456.0,0.0,-456.0,0.0,0.0,-456.0
JMAN_18409944,24-03-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_16157568,06-01-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_18410387,10-03-2023,840.0,840.0,0.0,0.0,0.0,0.0
JMAN_9036591,10-03-2023,22931.16,23488.44,0.0,557.28,0.0,0.0
JMAN_2473033,24-03-2023,2052.0,2052.0,0.0,0.0,0.0,0.0
JMAN_2454977,13-01-2023,2006.88,,-2030.28,23.4,0.0,-2030.28
JMAN_9410413,20-01-2023,1295.04,,-1295.04,0.0,0.0,-1295.04
JMAN_2474258,03-03-2023,5472.0,5472.0,0.0,0.0,0.0,0.0
JMAN_9393166,24-03-2023,1140.0,1380.0,240.0,0.0,0.0,0.0
JMAN_10485603,06-01-2023,816.0,,-816.0,0.0,0.0,0.0
JMAN_9081717,10-02-2023,2112.0,2616.0,504.0,0.0,0.0,0.0
JMAN_9019962,24-03-2023,528.0,588.0,60.0,0.0,0.0,0.0
JMAN_9033523,10-03-2023,2522.4,2583.72,0.0,61.32,0.0,0.0
JMAN_9014009,17-02-2023,8424.0,12276.0,3852.0,0.0,1872.0,0.0
JMAN_2445535,10-03-2023,28800.0,28800.0,0.0,0.0,0.0,0.0
JMAN_2453288,24-02-2023,960.0,5340.0,4380.0,0.0,1488.0,1380.0
JMAN_9003424,24-03-2023,12201.84,12788.04,0.0,586.2,0.0,0.0
JMAN_11055836,31-03-2023,13242.72,13564.56,0.0,321.84,0.0,0.0
JMAN_10979474,10-03-2023,588.0,588.0,0.0,0.0,0.0,0.0
JMAN_2390976,17-03-2023,684.0,684.0,0.0,0.0,0.0,0.0
JMAN_2475275,24-02-2023,649.44,661.92,0.0,12.48,0.0,0.0
JMAN_2481325,27-01-2023,2940.0,2940.0,0.0,0.0,0.0,0.0
JMAN_9001380,20-01-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9075122,10-02-2023,108.0,,-108.0,0.0,0.0,0.0
JMAN_10112853,17-02-2023,2469.6,,-2469.6,0.0,0.0,-2469.6
JMAN_9002990,24-03-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_18391384,27-01-2023,168.0,168.0,0.0,0.0,0.0,0.0
