id,score_date,current_arr,future_arr,arr_change,fx_impact,seat_change_arr,product_change_arr
JMAN_9037476,03-02-2023,3540.0,,-3540.0,0.0,0.0,-3540.0
JMAN_2464850,10-03-2023,2178.84,1933.56,-348.72,103.44,0.0,0.0
JMAN_2457464,31-03-2023,2700.0,2976.0,276.0,0.0,0.0,0.0
JMAN_2447281,03-02-2023,2478.6,2916.0,437.4,0.0,0.0,0.0
JMAN_2457464,27-01-2023,2700.0,2928.0,228.0,0.0,0.0,0.0
JMAN_2450157,13-01-2023,5808.0,5808.0,0.0,0.0,0.0,0.0
JMAN_9027650,13-01-2023,3768.0,,-3768.0,0.0,0.0,-3768.0
JMAN_9041676,17-03-2023,1968.0,,-1968.0,0.0,0.0,-1968.0
JMAN_9014565,31-03-2023,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_9036481,24-02-2023,1500.0,,-1500.0,0.0,-900.0,-600.0
JMAN_9028070,24-03-2023,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_2476152,31-03-2023,2295.12,2405.4,0.0,110.28,0.0,0.0
JMAN_18057083,03-02-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9035528,03-02-2023,912.0,912.0,0.0,0.0,0.0,0.0
JMAN_2453581,03-03-2023,696.0,696.0,0.0,0.0,0.0,0.0
JMAN_2473799,31-03-2023,217.92,456.72,226.32,12.48,226.2,0.0
JMAN_2468805,03-03-2023,324.0,396.0,72.0,0.0,0.0,0.0
JMAN_2474070,20-01-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_11201598,24-03-2023,948.0,948.0,0.0,0.0,0.0,0.0
JMAN_2379983,17-02-2023,720.0,720.0,0.0,0.0,0.0,0.0
JMAN_2457132,03-02-2023,42240.0,42240.0,0.0,0.0,0.0,0.0
JMAN_18409956,06-01-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_18149360,20-01-2023,696.0,696.0,0.0,0.0,0.0,0.0
JMAN_18149360,13-01-2023,696.0,696.0,0.0,0.0,0.0,0.0
JMAN_17630843,24-03-2023,228.0,276.0,48.0,0.0,0.0,0.0
JMAN_9079368,31-03-2023,5232.0,6672.0,1440.0,0.0,0.0,0.0
JMAN_10592358,10-03-2023,53400.0,57138.0,3738.0,0.0,0.0,0.0
JMAN_9034089,10-03-2023,1068.0,1068.0,0.0,0.0,0.0,0.0
JMAN_18354320,20-01-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9747161,24-03-2023,5340.0,5340.0,0.0,0.0,0.0,0.0
JMAN_9034647,31-03-2023,720.0,,-720.0,0.0,0.0,-720.0
JMAN_9702646,24-02-2023,2904.0,3696.0,792.0,0.0,0.0,0.0
JMAN_9001490,03-03-2023,2640.0,2940.0,300.0,0.0,0.0,0.0
JMAN_10535735,03-02-2023,21000.0,22500.0,1500.0,0.0,0.0,0.0
JMAN_2454712,03-02-2023,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_2453288,17-02-2023,960.0,5340.0,4380.0,0.0,1488.0,1380.0
JMAN_18410392,27-01-2023,228.0,168.0,-60.0,0.0,0.0,0.0
JMAN_2319823,10-02-2023,259.8,264.84,0.0,5.04,0.0,0.0
JMAN_9129318,06-01-2023,142795.92,107373.96,-36307.56,885.6,-36307.5827,0.0
JMAN_2481898,17-03-2023,912.0,912.0,0.0,0.0,0.0,0.0
JMAN_9004606,06-01-2023,3360.0,3360.0,0.0,0.0,0.0,0.0
JMAN_2475394,24-02-2023,3396.0,3732.0,336.0,0.0,0.0,0.0
JMAN_15078349,24-02-2023,441.48,450.12,0.0,529.44,0.0,0.0
JMAN_2481325,10-03-2023,2940.0,3528.0,588.0,0.0,588.0,0.0
JMAN_2396226,24-02-2023,116.88,145.68,26.52,2.28,0.0,0.0
JMAN_9021651,10-03-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9022776,24-03-2023,1860.0,3001.32,1096.2,45.12,0.0,1096.2
JMAN_9242624,03-02-2023,26676.48,,-27175.92,499.44,0.0,-27175.92
JMAN_2474033,10-03-2023,336.0,336.0,0.0,0.0,0.0,0.0
JMAN_9026440,03-02-2023,1480.56,1509.24,0.0,28.68,0.0,0.0
JMAN_9056184,10-02-2023,1800.0,300.0,-1500.0,0.0,-1500.0,0.0
JMAN_2482561,10-02-2023,64.92,66.24,0.0,1.32,0.0,0.0
JMAN_2456281,17-02-2023,1080.0,1080.0,0.0,0.0,0.0,0.0
JMAN_11249333,24-03-2023,2376.0,,-2376.0,0.0,0.0,-2376.0
JMAN_9021732,13-01-2023,120.0,120.0,0.0,0.0,0.0,0.0
JMAN_9059722,24-02-2023,59400.0,59400.0,0.0,0.0,0.0,0.0
JMAN_2433825,24-02-2023,233.76,291.24,52.92,4.56,0.0,0.0
JMAN_18127929,10-02-2023,684.0,456.0,-228.0,0.0,-228.0,0.0
JMAN_18410388,17-03-2023,672.0,672.0,0.0,0.0,0.0,0.0
JMAN_2462717,13-01-2023,2952.0,2952.0,0.0,0.0,0.0,0.0
JMAN_2453359,10-02-2023,3480.0,3480.0,0.0,0.0,0.0,0.0
JMAN_10575478,17-02-2023,42792.0,47796.0,5004.0,0.0,4320.0,0.0
JMAN_9258120,17-03-2023,1308.0,1668.0,360.0,0.0,0.0,0.0
JMAN_2468303,31-03-2023,480.0,600.0,120.0,0.0,120.0,0.0
JMAN_9004478,10-02-2023,4182.0,4182.0,0.0,0.0,0.0,0.0
JMAN_18390982,06-01-2023,336.0,336.0,0.0,0.0,0.0,0.0
JMAN_9023149,13-01-2023,936.0,936.0,0.0,0.0,0.0,0.0
JMAN_15982019,24-02-2023,3300.0,1800.0,-1500.0,0.0,-1500.0,0.0
JMAN_2481177,06-01-2023,62042.4,62042.4,0.0,0.0,0.0,0.0
JMAN_9001356,17-02-2023,38232.0,44712.0,6480.0,0.0,0.0,0.0
JMAN_2470297,03-02-2023,120.0,120.0,0.0,0.0,0.0,0.0
JMAN_11604060,24-02-2023,1152.6,1203.6,0.0,51.0,0.0,0.0
JMAN_2390400,10-02-2023,1224.0,1224.0,0.0,0.0,0.0,0.0
JMAN_2464269,13-01-2023,4560.48,,-4640.28,79.8,-1329.84,-2778.48
JMAN_9001380,24-02-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9021651,03-02-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_2449317,10-03-2023,720.0,720.0,0.0,0.0,0.0,0.0
JMAN_2472373,10-03-2023,4956.0,5796.0,840.0,0.0,0.0,0.0
JMAN_2452751,03-02-2023,5472.0,5472.0,0.0,0.0,0.0,0.0
JMAN_2457731,31-03-2023,127.44,130.44,0.0,3.0,0.0,0.0
JMAN_2450544,24-02-2023,912.0,912.0,0.0,0.0,0.0,0.0
JMAN_9021157,31-03-2023,13015.2,19486.44,5925.36,545.88,0.0,0.0
JMAN_2447191,03-02-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_1286382,10-02-2023,68400.0,89352.0,20952.0,0.0,-7200.0,0.0
JMAN_2478470,10-02-2023,1200.0,1200.0,0.0,0.0,0.0,0.0
JMAN_9036591,20-01-2023,23156.04,23427.0,0.0,270.96,0.0,0.0
JMAN_2331419,03-02-2023,23572.44,30781.08,6637.44,571.2,0.0,0.0
JMAN_2475429,10-02-2023,684.0,300.0,-384.0,0.0,-456.0,0.0
JMAN_2475334,31-03-2023,180.0,180.0,0.0,0.0,0.0,0.0
JMAN_2479512,17-03-2023,936.0,,-936.0,0.0,0.0,-1116.0
JMAN_9032708,03-02-2023,756.0,816.0,60.0,0.0,60.0,0.0
JMAN_2461834,24-02-2023,2304.0,2304.0,0.0,0.0,0.0,0.0
JMAN_2445795,31-03-2023,240.0,240.0,0.0,0.0,0.0,0.0
JMAN_2469134,31-03-2023,39600.0,39600.0,0.0,0.0,0.0,0.0
JMAN_2447281,17-02-2023,2478.6,2916.0,437.4,0.0,0.0,0.0
JMAN_11633303,13-01-2023,15168.0,15168.0,0.0,0.0,0.0,0.0
JMAN_2445669,03-03-2023,5414.28,5957.64,326.52,216.84,326.5129412,0.0
JMAN_18362858,03-03-2023,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_2375196,27-01-2023,871.44,909.72,0.0,38.28,0.0,0.0
JMAN_9892189,24-03-2023,228.0,,-228.0,0.0,0.0,-228.0
JMAN_9031450,03-02-2023,1140.0,1380.0,240.0,0.0,0.0,0.0
JMAN_2483334,10-03-2023,10512.0,10512.0,0.0,0.0,0.0,0.0
JMAN_2475019,20-01-2023,8532.0,8532.0,0.0,0.0,0.0,0.0
JMAN_9471063,24-03-2023,4500.0,3576.0,-924.0,0.0,0.0,3000.0
JMAN_2478834,20-01-2023,2251.32,2277.6,0.0,26.28,0.0,0.0
JMAN_16385554,13-01-2023,4200.0,4200.0,0.0,0.0,0.0,0.0
JMAN_9005021,03-02-2023,720.0,720.0,0.0,0.0,0.0,0.0
JMAN_2476115,17-02-2023,8865.84,9258.12,0.0,392.28,0.0,0.0
JMAN_9051235,17-02-2023,7128.0,7128.0,0.0,0.0,0.0,0.0
JMAN_9391855,10-02-2023,1773.12,1851.6,0.0,336.72,0.0,0.0
JMAN_9018166,13-01-2023,756.0,864.0,108.0,0.0,108.0,0.0
JMAN_9897409,31-03-2023,10633.08,4810.68,-6274.44,452.04,0.0,-6274.44
JMAN_18410412,24-02-2023,456.0,0.0,-456.0,0.0,0.0,-456.0
JMAN_2461712,10-03-2023,28728.0,28728.0,0.0,0.0,0.0,0.0
JMAN_2472640,24-03-2023,3050.52,3197.04,0.0,146.52,0.0,0.0
JMAN_2469134,27-01-2023,39600.0,39600.0,0.0,0.0,0.0,0.0
JMAN_2464850,10-02-2023,2216.52,1959.72,-348.72,91.92,0.0,0.0
JMAN_2442325,13-01-2023,115.8,,-116.88,1.08,0.0,-116.88
JMAN_9008468,20-01-2023,617.52,624.72,0.0,7.2,0.0,0.0
JMAN_109835,13-01-2023,47255.04,50400.0,3144.96,0.0,0.0,0.0
JMAN_9075221,27-01-2023,98880.0,95040.0,-3840.0,0.0,0.0,-3840.0
JMAN_18410830,13-01-2023,2100.0,2100.0,0.0,0.0,0.0,0.0
JMAN_9022859,20-01-2023,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_9031253,31-03-2023,10740.0,10740.0,0.0,0.0,0.0,0.0
JMAN_9003316,24-03-2023,4140.0,4980.0,840.0,0.0,0.0,0.0
JMAN_2468132,24-02-2023,600.0,600.0,0.0,0.0,0.0,0.0
JMAN_9036732,24-02-2023,20064.0,27175.08,7111.08,0.0,4820.923636,0.0
JMAN_2482605,03-02-2023,300.0,3504.0,3204.0,0.0,300.0,1848.0
JMAN_9059722,13-01-2023,59400.0,59400.0,0.0,0.0,0.0,0.0
JMAN_2351429,10-02-2023,64.92,66.24,0.0,1.32,0.0,0.0
JMAN_18127929,24-02-2023,684.0,552.0,-132.0,0.0,-228.0,0.0
JMAN_2462717,03-02-2023,2952.0,2952.0,0.0,0.0,0.0,0.0
JMAN_9034076,24-02-2023,177.36,185.16,0.0,7.8,0.0,0.0
JMAN_9034076,10-03-2023,174.36,182.64,0.0,8.28,0.0,0.0
JMAN_9004072,10-02-2023,133632.0,63000.0,-70632.0,0.0,-52200.0,-18432.0
JMAN_18390619,17-03-2023,348.0,348.0,0.0,0.0,0.0,0.0
JMAN_2453359,10-03-2023,3480.0,3480.0,0.0,0.0,0.0,0.0
JMAN_10148809,24-02-2023,18000.0,18000.0,0.0,0.0,0.0,0.0
JMAN_9029612,13-01-2023,228.0,,-228.0,0.0,0.0,-228.0
JMAN_10715453,13-01-2023,708.0,708.0,0.0,0.0,0.0,0.0
JMAN_2449949,20-01-2023,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_16164717,03-02-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9019742,17-02-2023,11437.08,7992.72,-3881.4,437.04,-6003.84,0.0
JMAN_16090733,31-03-2023,1140.0,1380.0,240.0,0.0,0.0,0.0
JMAN_9002159,17-02-2023,17013.72,17343.36,0.0,329.64,0.0,0.0
JMAN_2414128,24-03-2023,12672.0,16512.0,3840.0,0.0,0.0,0.0
JMAN_2480262,13-01-2023,108.0,108.0,0.0,0.0,0.0,0.0
JMAN_9030043,13-01-2023,17280.0,19440.0,2160.0,0.0,2160.0,0.0
JMAN_9028695,31-03-2023,4296.0,5256.0,960.0,0.0,0.0,0.0
JMAN_2438346,17-03-2023,13000.8,13625.28,0.0,624.48,0.0,0.0
JMAN_2466569,31-03-2023,17075.28,17490.12,0.0,414.84,0.0,0.0
JMAN_2463062,31-03-2023,14796.0,14796.0,0.0,0.0,0.0,0.0
JMAN_18839586,17-03-2023,336.0,336.0,0.0,0.0,0.0,0.0
JMAN_15336980,03-02-2023,1416.0,,-1416.0,0.0,0.0,-1416.0
JMAN_9014349,24-02-2023,84720.0,84720.0,0.0,0.0,0.0,0.0
JMAN_2451881,10-03-2023,815.28,835.08,0.0,19.8,0.0,0.0
JMAN_12581551,13-01-2023,816.0,1224.0,408.0,0.0,408.0,0.0
JMAN_11272416,24-02-2023,9600.0,9600.0,0.0,0.0,0.0,0.0
JMAN_9357280,13-01-2023,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_2357251,24-02-2023,180.0,180.0,0.0,0.0,0.0,0.0
JMAN_2465581,13-01-2023,23760.0,36000.0,12240.0,0.0,0.0,0.0
JMAN_9000240,31-03-2023,433.08,443.64,0.0,10.56,0.0,0.0
JMAN_14142262,13-01-2023,4313.52,4502.88,0.0,189.36,0.0,0.0
JMAN_2375471,27-01-2023,10296.0,11232.0,936.0,0.0,936.0,0.0
JMAN_2462569,27-01-2023,1608.12,1626.84,0.0,18.72,0.0,0.0
JMAN_9662440,24-02-2023,32373.0,32373.0,0.0,0.0,0.0,0.0
JMAN_2483316,27-01-2023,420.0,420.0,0.0,0.0,0.0,0.0
JMAN_2452556,31-03-2023,595.56,806.88,181.92,29.4,0.0,0.0
JMAN_2462717,03-03-2023,2952.0,2952.0,0.0,0.0,0.0,0.0
JMAN_9036591,17-03-2023,22931.16,23488.44,0.0,557.28,0.0,0.0
JMAN_10148809,24-03-2023,18000.0,19260.0,1260.0,0.0,0.0,0.0
JMAN_9016394,31-03-2023,1008.0,1260.0,252.0,0.0,0.0,0.0
JMAN_12791979,03-02-2023,1764.0,588.0,-1176.0,0.0,-1176.0,0.0
JMAN_2452905,13-01-2023,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_9033523,17-03-2023,2522.4,2583.72,0.0,61.32,0.0,0.0
JMAN_9028182,03-03-2023,11400.0,11400.0,0.0,0.0,0.0,0.0
JMAN_16090733,03-03-2023,1140.0,1140.0,0.0,0.0,0.0,0.0
JMAN_2451330,20-01-2023,1224.0,1224.0,0.0,0.0,0.0,0.0
JMAN_2451905,20-01-2023,3564.0,3564.0,0.0,0.0,0.0,0.0
JMAN_2453288,10-03-2023,960.0,5340.0,4380.0,0.0,1488.0,1380.0
JMAN_2457086,20-01-2023,2856.0,3672.0,816.0,0.0,816.0,0.0
JMAN_2467540,27-01-2023,6072.0,,-6130.2,58.2,0.0,-6130.2
JMAN_9014349,17-03-2023,84720.0,84720.0,0.0,0.0,0.0,0.0
JMAN_10281567,31-03-2023,5688.0,5688.0,0.0,0.0,0.0,0.0
JMAN_2474309,20-01-2023,120.0,,-120.0,0.0,0.0,-120.0
JMAN_9028556,03-02-2023,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_10489734,10-02-2023,240.0,240.0,0.0,68.04,0.0,0.0
JMAN_18411228,24-02-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_15702888,27-01-2023,684.0,684.0,0.0,0.0,0.0,0.0
JMAN_16079210,17-03-2023,504.0,504.0,0.0,0.0,0.0,0.0
JMAN_15806097,24-02-2023,588.0,2376.0,1788.0,0.0,588.0,0.0
JMAN_9007298,03-02-2023,493.56,503.04,0.0,9.48,0.0,0.0
JMAN_18409944,17-03-2023,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9034141,03-03-2023,1200.0,1320.0,120.0,0.0,0.0,0.0
JMAN_2478316,20-01-2023,32087.28,32462.76,0.0,375.48,0.0,0.0
JMAN_18409542,17-03-2023,7134.12,7307.52,0.0,173.4,0.0,0.0
JMAN_2456801,06-01-2023,1248.0,1248.0,0.0,0.0,0.0,0.0
JMAN_9026942,03-02-2023,3000.0,1188.0,-1812.0,0.0,0.0,-1812.0
JMAN_2393214,24-02-2023,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9019962,06-01-2023,528.0,528.0,0.0,0.0,0.0,0.0
JMAN_9164427,03-03-2023,95232.0,96876.0,1644.0,0.0,-18336.0,0.0
JMAN_12537206,17-02-2023,6083.04,12420.0,6336.96,0.0,1896.0,0.0
JMAN_9003564,06-01-2023,3962.28,4008.6,0.0,46.32,0.0,0.0
JMAN_12472512,31-03-2023,5940.0,5940.0,0.0,0.0,0.0,0.0
JMAN_2472417,03-03-2023,2881.2,2881.2,0.0,0.0,0.0,0.0
JMAN_11604060,03-02-2023,1152.6,1203.6,0.0,51.0,0.0,0.0
JMAN_14459683,03-03-2023,15147.0,16929.0,1782.0,0.0,1683.0,0.0
JMAN_2481325,06-01-2023,2940.0,2940.0,0.0,0.0,0.0,0.0
JMAN_9071046,06-01-2023,4086.6,4086.6,0.0,0.0,0.0,0.0
JMAN_2468132,03-02-2023,1800.0,600.0,-1200.0,0.0,-1200.0,0.0
JMAN_2471256,31-03-2023,816.0,816.0,0.0,0.0,0.0,0.0
JMAN_9034076,17-03-2023,174.36,182.64,0.0,8.28,0.0,0.0
JMAN_9000101,06-01-2023,708.0,708.0,0.0,0.0,0.0,0.0
JMAN_9603377,20-01-2023,1500.0,,-1500.0,0.0,0.0,-1500.0
JMAN_9036409,24-03-2023,708.0,,-708.0,0.0,0.0,-828.0
JMAN_11201598,03-03-2023,948.0,948.0,0.0,0.0,0.0,0.0
JMAN_9035932,13-01-2023,1144.92,1158.36,0.0,13.44,0.0,0.0
JMAN_10355825,24-02-2023,120.0,120.0,0.0,0.0,0.0,0.0
JMAN_18410392,13-01-2023,228.0,168.0,-60.0,0.0,0.0,0.0
JMAN_2464269,10-03-2023,130.68,,-133.56,2.88,0.0,-133.56
JMAN_9056802,27-01-2023,120.0,120.0,0.0,0.0,0.0,0.0
JMAN_9384676,10-03-2023,600.0,600.0,0.0,0.0,0.0,0.0
JMAN_2480393,17-03-2023,1987.32,2453.28,416.52,49.44,0.0,0.0
JMAN_9014565,03-03-2023,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_9311958,24-03-2023,12936.0,,-12936.0,0.0,0.0,-12936.0
JMAN_2450544,10-03-2023,912.0,912.0,0.0,0.0,0.0,0.0
