id,score_date,current_arr,team_plus,pro_plus,ent_plus,csat_score,num_low_sev_outages,num_high_sev_outages,num_tickets_deflected,customer_age_quarters,product_counts,crm_employee_range,region_emea,region_apac,region_amer,region_latam,segment_smb,segment_non_smb,segment_commercial,segment_enterprise,segment_midmarket,future_arr,current_arr.1,max_seats,agent_utilization,seat_utilization,churn,arr_change_percentage,log_current_arr,log_future_arr,customer_age_years,sev_outages_ratio,total_outages,log_max_seats,csat_score_normalized
JMAN_9242624,2023-02-17,26676.48,1,1,1,0,0,0,1,15,4,250 - 499,1,0,0,0,0,1,1,0,0,0.0,26676.48,13.0,0.3,0.769230769,1,-100.0,10.191575042795003,0.0,60,0.0,0,2.6390573296152584,0.0
JMAN_2476067,2023-03-31,672.0,1,1,0,0,8,0,0,17,5,01-Sep,0,1,0,0,0,1,0,0,0,768.0,672.0,1.0,0.0,1.0,0,14.285714285714285,6.511745329644728,6.645090969505644,68,0.0,8,0.6931471805599453,0.0
JMAN_9004984,2023-03-31,60.0,0,0,0,0,5,0,0,17,5,01-Sep,1,0,0,0,0,1,0,0,0,60.0,60.0,1.0,0.0,1.0,0,0.0,4.110873864173311,4.110873864173311,68,0.0,5,0.6931471805599453,0.0
JMAN_9014882,2023-02-17,180.0,0,0,0,0,11,0,0,17,4,Oct-49,0,0,1,0,0,1,0,0,0,180.0,180.0,3.0,0.666666667,1.0,0,0.0,5.198497031265826,5.198497031265826,68,0.0,11,1.3862943611198906,0.0
JMAN_9449275,2023-01-06,1728.0,1,0,0,0,3,0,0,13,3,01-Sep,0,1,0,0,1,0,0,0,0,1728.0,1728.0,5.0,0.2,1.0,0,0.0,7.455298485683291,7.455298485683291,52,0.0,3,1.791759469228055,0.0
JMAN_9420806,2023-01-27,7128.0,1,1,0,0,0,0,1,14,3,01-Sep,0,0,1,0,0,1,0,0,0,7128.0,7128.0,6.0,0.666666667,1.0,0,0.0,8.871926251117628,8.871926251117628,56,0.0,0,1.9459101490553132,0.0
JMAN_9111829,2023-01-20,27732.0,1,1,0,0,8,0,0,16,5,Oct-49,0,0,1,0,1,0,0,0,0,35904.0,27732.0,13.0,0.076923077,1.0,0,29.467762873215058,10.23037831883819,10.488631840544418,64,0.0,8,2.6390573296152584,0.0
JMAN_2329335,2023-02-24,6636.0,1,1,0,0,8,0,0,17,1,Oct-49,0,1,0,0,0,1,0,0,0,6636.0,6636.0,7.0,0.428571429,1.0,0,0.0,8.800415333145924,8.800415333145924,68,0.0,8,2.0794415416798357,0.0
JMAN_10348982,2023-02-03,900.0,1,0,0,0,10,0,0,17,2,Oct-49,0,0,1,0,0,1,0,0,0,900.0,900.0,3.0,0.666666667,1.0,0,0.0,6.803505257608338,6.803505257608338,68,0.0,10,1.3862943611198906,0.0
JMAN_9019962,2023-03-10,528.0,1,1,0,0,5,0,0,17,6,01-Sep,0,1,0,0,0,1,0,0,0,588.0,528.0,1.0,1.0,1.0,0,11.363636363636363,6.270988431858299,6.3784261836515865,68,0.0,5,0.6931471805599453,0.0
JMAN_12537206,2023-03-24,6083.04,1,1,0,100,0,0,37,4,1,Oct-49,0,0,1,0,0,1,0,0,0,12420.0,6083.04,7.0,0.571428571,1.0,0,104.17422867513612,8.71342422797953,9.427143867544194,16,0.0,0,2.0794415416798357,1.0
JMAN_16090733,2023-01-27,1140.0,1,0,0,0,0,0,0,17,1,Oct-49,0,0,1,0,0,1,0,0,0,1140.0,1140.0,5.0,0.0,1.0,0,0.0,7.039660349862076,7.039660349862076,68,0.0,0,1.791759469228055,0.0
JMAN_9018166,2023-02-17,864.0,0,0,0,0,0,0,0,17,5,Oct-49,1,0,0,0,0,1,0,0,0,1056.0,864.0,8.0,0.0,1.0,0,22.22222222222222,6.762729506931879,6.963189985870238,68,0.0,0,2.1972245773362196,0.0
JMAN_9345011,2023-03-31,74088.0,1,1,0,0,7,0,0,14,2,Oct-49,0,0,0,1,1,0,0,0,0,26400.0,74088.0,126.0,0.0875,0.634920635,1,-64.36669906057662,11.213022352221492,10.181157167204903,56,0.0,7,4.844187086458591,0.0
JMAN_2473775,2023-01-20,24852.0,1,1,0,0,8,0,0,17,3,Oct-49,0,0,1,0,1,0,0,0,0,41700.0,24852.0,19.0,0.470588235,0.894736842,0,67.79333655239014,10.120733748584254,10.638280388314705,68,0.0,8,2.995732273553991,0.0
JMAN_2473789,2023-02-17,17520.0,1,1,0,0,10,0,0,17,3,Oct-49,0,0,0,1,1,0,0,0,0,17520.0,17520.0,20.0,0.210526316,0.95,0,0.0,9.771155440487087,9.771155440487087,68,0.0,10,3.044522437723423,0.0
JMAN_9002599,2023-02-17,64.92,0,0,0,0,11,1,0,17,2,Oct-49,1,0,0,0,0,1,0,0,0,66.24,64.92,1.0,0.0,1.0,0,2.0332717190388063,4.188441885601216,4.208268308540415,68,0.08333333333333333,12,0.6931471805599453,0.0
JMAN_18409956,2023-02-17,168.0,1,0,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,168.0,168.0,1.0,0.0,0.0,0,0.0,5.1298987149230735,5.1298987149230735,68,0.0,0,0.6931471805599453,0.0
JMAN_15336980,2023-03-03,1416.0,1,0,0,0,0,0,0,1,1,250 - 499,0,0,1,0,0,1,1,0,0,0.0,1416.0,2.0,0.0,1.0,1,-100.0,7.256297239690681,0.0,4,0.0,0,1.0986122886681098,0.0
JMAN_9316425,2023-02-10,2088.0,1,1,0,0,7,1,0,15,5,50 - 99,0,0,1,0,1,0,0,0,0,2376.0,2088.0,3.0,0.0,1.0,0,13.793103448275861,7.644440761556566,7.773594467360194,60,0.125,8,1.3862943611198906,0.0
JMAN_18409548,2023-02-17,348.0,1,1,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,348.0,348.0,1.0,0.0,0.0,0,0.0,5.855071922202427,5.855071922202427,68,0.0,0,0.6931471805599453,0.0
JMAN_2481518,2023-01-13,7920.0,1,1,0,0,6,0,0,16,6,01-Sep,0,0,1,0,0,1,0,0,0,7920.0,7920.0,15.0,0.0,0.866666667,0,0.0,8.97727273946428,8.97727273946428,64,0.0,6,2.772588722239781,0.0
JMAN_2458020,2023-03-31,26495.64,1,1,0,100,0,0,0,17,4,50 - 99,1,0,0,0,1,0,0,0,0,35440.92,26495.64,24.0,0.0,0.791666667,0,33.76132827891683,10.184773211482641,10.475650579323782,68,0.0,0,3.2188758248682006,1.0
JMAN_9034309,2023-03-10,60.0,0,0,0,0,6,0,0,17,5,01-Sep,0,1,0,0,0,1,0,0,0,60.0,60.0,1.0,1.0,1.0,0,0.0,4.110873864173311,4.110873864173311,68,0.0,6,0.6931471805599453,0.0
JMAN_2452632,2023-03-24,1147.56,1,1,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,1507.2,1147.56,1.0,0.0,1.0,0,31.339537801945006,7.046264262819438,7.318672165768547,68,0.0,0,0.6931471805599453,0.0
JMAN_2471987,2023-03-03,900.0,1,0,0,0,4,0,0,17,2,01-Sep,0,1,0,0,0,1,0,0,0,900.0,900.0,3.0,0.0,1.0,0,0.0,6.803505257608338,6.803505257608338,68,0.0,4,1.3862943611198906,0.0
JMAN_9662440,2023-03-03,32373.0,1,1,1,100,11,0,0,11,1,1000 - 4999,0,0,1,0,0,1,0,0,1,32373.0,32373.0,18.0,0.0,0.722222222,0,0.0,10.385110910493905,10.385110910493905,44,0.0,11,2.9444389791664403,1.0
JMAN_2467051,2023-01-27,4052.28,1,1,1,0,0,0,0,17,1,250 - 499,1,0,0,0,0,1,1,0,0,4099.68,4052.28,3.0,0.666666667,1.0,0,1.1697118659125256,8.307281708870745,8.318908092598738,68,0.0,0,1.3862943611198906,0.0
JMAN_10442134,2023-03-10,20583.96,1,1,0,100,8,0,2,8,1,5000+,0,0,1,0,0,1,0,1,0,30507.84,20583.96,22.0,0.2,0.909090909,0,48.21171436399994,9.93231599103962,10.325771756666718,32,0.0,8,3.1354942159291497,1.0
JMAN_2453581,2023-01-20,696.0,1,1,0,0,7,0,0,16,3,Oct-49,0,0,1,0,0,1,0,0,0,696.0,696.0,1.0,0.0,1.0,0,0.0,6.546785410760524,6.546785410760524,64,0.0,7,0.6931471805599453,0.0
JMAN_9744797,2023-02-03,180.0,0,0,0,0,2,0,0,12,5,01-Sep,0,1,0,0,0,1,0,0,0,180.0,180.0,3.0,0.0,1.0,0,0.0,5.198497031265826,5.198497031265826,48,0.0,2,1.3862943611198906,0.0
JMAN_9026918,2023-01-13,72.6,0,0,0,0,5,0,0,16,5,01-Sep,1,0,0,0,0,1,0,0,0,75.84,72.6,1.0,0.0,1.0,0,4.462809917355385,4.298645025734831,4.341725337900356,64,0.0,5,0.6931471805599453,0.0
JMAN_18394406,2023-01-13,504.0,1,0,0,0,0,0,0,16,1,01-Sep,0,1,0,0,0,1,0,0,0,504.0,504.0,3.0,0.0,0.0,0,0.0,6.22455842927536,6.22455842927536,64,0.0,0,1.3862943611198906,0.0
JMAN_2383362,2023-03-03,2136.0,1,1,0,0,0,0,0,17,3,Oct-49,0,0,1,0,0,1,0,0,0,2136.0,2136.0,2.0,0.666666667,1.0,0,0.0,7.667158255319148,7.667158255319148,68,0.0,0,1.0986122886681098,0.0
JMAN_12537206,2023-01-27,6083.04,1,1,0,100,0,0,11,3,1,Oct-49,0,0,1,0,0,1,0,0,0,8532.0,6083.04,7.0,0.666666667,0.857142857,0,40.25881795944134,8.71342422797953,9.051696278536586,12,0.0,0,2.0794415416798357,1.0
JMAN_1009797,2023-02-17,12744.0,1,1,0,0,11,0,0,27,4,5000+,0,0,1,0,0,1,0,1,0,12744.0,12744.0,18.0,0.0,1.0,0,0.0,9.452894316810216,9.452894316810216,108,0.0,11,2.9444389791664403,0.0
JMAN_9000187,2023-02-10,3288.0,1,0,0,100,12,0,0,14,4,Oct-49,0,0,0,1,1,0,0,0,0,3288.0,3288.0,11.0,0.2,0.909090909,0,0.0,8.098338846189057,8.098338846189057,56,0.0,12,2.4849066497880004,1.0
JMAN_2438346,2023-02-03,13224.96,1,1,0,100,0,0,0,17,5,Oct-49,1,0,0,0,0,1,0,1,0,13809.96,13224.96,11.0,0.1,0.909090909,0,4.423453832752614,9.489936843884049,9.533217758831608,68,0.0,0,2.4849066497880004,1.0
JMAN_2453288,2023-01-06,108.0,0,0,0,0,5,0,0,16,3,Oct-49,1,0,0,0,1,0,0,0,0,2652.0,108.0,1.0,1.0,1.0,0,2355.5555555555557,4.6913478822291435,7.88344635413774,64,0.0,5,0.6931471805599453,0.0
JMAN_9042096,2023-02-24,10692.0,1,1,0,100,3,0,4,17,1,250 - 499,0,1,0,0,0,1,1,0,0,13068.0,10692.0,9.0,0.555555556,1.0,0,22.22222222222222,9.277344600756656,9.477998292597036,68,0.0,3,2.302585092994046,1.0
JMAN_9040231,2023-01-13,408.0,1,1,0,0,5,0,0,16,6,01-Sep,0,1,0,0,0,1,0,0,0,408.0,408.0,1.0,0.0,1.0,0,0.0,6.013715156042802,6.013715156042802,64,0.0,5,0.6931471805599453,0.0
JMAN_2436473,2023-01-13,300.0,0,0,0,0,6,0,0,16,5,01-Sep,0,0,1,0,0,1,0,0,0,300.0,300.0,5.0,0.25,0.8,0,0.0,5.707110264748875,5.707110264748875,64,0.0,6,1.791759469228055,0.0
JMAN_9043399,2023-02-03,3558.6,1,1,0,100,0,0,0,17,6,01-Sep,1,0,0,0,0,1,0,0,0,3627.48,3558.6,6.0,0.666666667,1.0,0,1.9355926487944728,8.177403457982708,8.196569106783475,68,0.0,0,1.9459101490553132,1.0
JMAN_10361494,2023-01-27,228.0,1,0,0,0,8,0,0,9,1,01-Sep,1,0,0,0,0,1,0,0,0,0.0,228.0,1.0,0.0,1.0,1,-100.0,5.43372200355424,0.0,36,0.0,8,0.6931471805599453,0.0
JMAN_9018509,2023-01-20,6444.0,1,1,1,100,7,0,0,17,4,01-Sep,0,0,1,0,0,1,0,0,0,6444.0,6444.0,3.0,0.0,1.0,0,0.0,8.771059915373288,8.771059915373288,68,0.0,7,1.3862943611198906,1.0
JMAN_10410810,2023-01-27,22932.0,1,1,0,0,7,1,59,8,1,250 - 499,0,0,1,0,0,1,1,0,0,45360.0,22932.0,21.0,0.125,0.380952381,0,97.8021978021978,10.040332200263972,10.722407984014007,32,0.125,8,3.091042453358316,0.0
JMAN_2474690,2023-02-24,3264.0,1,1,0,0,8,0,0,17,4,Oct-49,0,1,0,0,0,1,0,1,0,3264.0,3264.0,8.0,0.0,1.0,0,0.0,8.09101504171053,8.09101504171053,68,0.0,8,2.1972245773362196,0.0
JMAN_9075404,2023-03-31,3424.32,1,1,1,0,5,0,0,16,5,5000+,1,0,0,0,0,1,0,1,0,3507.6,3424.32,3.0,0.0,1.0,1,2.432015699467332,8.138950176988889,8.162972376495084,64,0.0,5,1.3862943611198906,0.0
JMAN_2454977,2023-03-10,1987.32,1,1,0,0,17,0,0,17,5,Oct-49,1,0,0,0,0,1,0,0,0,0.0,1987.32,2.0,0.0,1.0,1,-100.0,7.595045340057684,0.0,68,0.0,17,1.0986122886681098,0.0
JMAN_9696461,2023-01-27,600.0,1,0,0,0,8,0,0,11,3,Oct-49,0,0,1,0,0,1,0,0,0,600.0,600.0,2.0,0.0,1.0,0,0.0,6.398594934535208,6.398594934535208,44,0.0,8,1.0986122886681098,0.0
JMAN_9020100,2023-01-20,964.8,0,0,0,100,0,0,0,17,5,Oct-49,1,0,0,0,0,1,0,0,0,1171.32,964.8,15.0,0.071428571,0.933333333,0,21.40547263681592,6.872956773439442,7.066739970411653,68,0.0,0,2.772588722239781,1.0
JMAN_9221334,2023-03-03,32940.0,1,1,1,0,11,0,0,15,5,01-Sep,0,0,1,0,1,0,0,0,0,32940.0,32940.0,15.0,0.133333333,1.0,0,0.0,10.40247336149791,10.40247336149791,60,0.0,11,2.772588722239781,0.0
JMAN_11352880,2023-01-27,28584.0,1,1,0,100,0,0,29,6,2,Oct-49,0,0,1,0,0,1,1,0,0,37656.0,28584.0,12.0,0.636363636,0.916666667,0,31.738035264483628,10.260637383698072,10.536274138921273,24,0.0,0,2.5649493574615367,1.0
JMAN_2456533,2023-02-03,900.0,1,0,0,100,0,0,0,17,4,Oct-49,1,0,0,0,0,1,0,0,0,1200.0,900.0,3.0,0.0,1.0,0,33.33333333333333,6.803505257608338,7.0909098220799835,68,0.0,0,1.3862943611198906,1.0
JMAN_2475499,2023-03-31,1644.0,1,1,0,100,8,0,0,17,6,Oct-49,0,1,0,0,0,1,0,0,0,2040.0,1644.0,1.0,0.0,1.0,0,24.087591240875913,7.405495663199472,7.621195162809845,68,0.0,8,0.6931471805599453,1.0
JMAN_9052224,2023-02-03,224568.0,1,1,1,100,10,0,0,17,6,Oct-49,0,0,1,0,0,1,0,0,0,0.0,224568.0,105.0,0.029411765,0.971428571,1,-100.0,12.321938288608138,0.0,68,0.0,10,4.663439094112067,1.0
JMAN_18410412,2023-02-10,456.0,1,0,0,0,0,0,0,17,1,Oct-49,1,0,0,0,0,1,0,0,0,0.0,456.0,2.0,0.0,0.0,1,-100.0,6.124683390894205,0.0,68,0.0,0,1.0986122886681098,0.0
JMAN_10069485,2023-01-13,2940.0,1,1,0,0,6,1,0,14,3,50 - 99,0,0,1,0,1,0,0,0,0,3528.0,2940.0,5.0,0.2,1.0,0,20.0,7.9865049385539955,8.16876982367527,56,0.14285714285714285,7,1.791759469228055,0.0
JMAN_2464661,2023-01-27,228.0,1,0,0,0,6,0,0,17,6,01-Sep,0,1,0,0,0,1,0,0,0,228.0,228.0,1.0,0.0,1.0,0,0.0,5.43372200355424,5.43372200355424,68,0.0,6,0.6931471805599453,0.0
JMAN_18391759,2023-01-20,168.0,1,0,0,0,0,0,0,17,1,01-Sep,0,0,1,0,0,1,0,0,0,168.0,168.0,1.0,0.0,0.0,0,0.0,5.1298987149230735,5.1298987149230735,68,0.0,0,0.6931471805599453,0.0
JMAN_9084076,2023-02-03,768.0,1,1,0,0,9,0,0,17,5,100 - 249,0,1,0,0,1,0,0,0,0,876.0,768.0,1.0,0.0,1.0,1,14.0625,6.645090969505644,6.776506992372183,68,0.0,9,0.6931471805599453,0.0
JMAN_2468367,2023-02-10,8316.0,1,1,0,0,10,0,0,17,1,100 - 249,0,1,0,0,1,0,0,0,0,8316.0,8316.0,7.0,0.857142857,1.0,0,0.0,9.026056891868688,9.026056891868688,68,0.0,10,2.0794415416798357,0.0
JMAN_9022859,2023-03-24,228.0,1,0,0,0,11,0,0,17,3,01-Sep,0,0,1,0,0,1,0,0,0,228.0,228.0,1.0,0.0,1.0,0,0.0,5.43372200355424,5.43372200355424,68,0.0,11,0.6931471805599453,0.0
JMAN_10059360,2023-01-13,7718.64,1,1,1,100,5,0,1,9,1,Oct-49,1,0,0,0,0,1,0,0,0,9761.28,7718.64,4.0,0.0,1.0,0,26.463729361649207,8.951523009807158,9.186281258682753,36,0.0,5,1.6094379124341003,1.0
JMAN_9611076,2023-02-24,33264.0,1,1,0,0,12,0,0,15,1,Oct-49,0,0,1,0,1,0,0,0,0,36828.0,33264.0,28.0,0.0,1.0,0,10.714285714285714,10.412261072175989,10.514040857292054,60,0.0,12,3.367295829986474,0.0
JMAN_10227669,2023-03-24,228.0,1,0,0,0,11,0,0,10,3,01-Sep,0,0,0,1,0,1,0,0,0,4500.0,228.0,1.0,0.0,1.0,0,1873.6842105263158,5.43372200355424,8.412054873292933,40,0.0,11,0.6931471805599453,0.0
JMAN_15223638,2023-02-17,1272.84,1,0,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,1297.44,1272.84,2.0,0.0,1.0,0,1.9326859621005106,7.14979123954817,7.168918822873109,68,0.0,0,1.0986122886681098,0.0
JMAN_9281732,2023-03-31,126500.04,1,1,1,100,11,0,65,15,1,1000 - 4999,0,0,1,0,0,1,0,0,1,126500.04,126500.04,100.0,0.207317073,0.82,0,0.0,11.74800580845979,11.74800580845979,60,0.0,11,4.61512051684126,1.0
JMAN_2480410,2023-03-17,8352.0,1,1,0,0,11,0,0,17,3,01-Sep,0,0,1,0,1,0,0,0,0,8352.0,8352.0,12.0,0.090909091,0.916666667,0,0.0,9.030376034755907,9.030376034755907,68,0.0,11,2.5649493574615367,0.0
JMAN_9086153,2023-02-03,21480.0,1,1,1,50,9,0,0,15,5,500 - 999,0,1,0,0,0,1,1,0,0,0.0,21480.0,10.0,0.1,1.0,1,-100.0,9.974924102473977,0.0,60,0.0,9,2.3978952727983707,0.5
JMAN_2468511,2023-02-03,60.0,0,0,0,0,9,0,0,17,5,01-Sep,0,1,0,0,0,1,0,0,0,0.0,60.0,1.0,0.0,1.0,1,-100.0,4.110873864173311,0.0,68,0.0,9,0.6931471805599453,0.0
JMAN_2436260,2023-03-03,21024.0,1,1,0,0,10,0,0,17,4,Oct-49,0,0,1,0,0,1,0,0,0,27792.0,21024.0,12.0,0.0,0.833333333,0,32.19178082191781,9.953467484841148,10.232539469410996,68,0.0,10,2.5649493574615367,0.0
JMAN_2481883,2023-03-10,2616.0,1,1,0,0,8,0,2,17,3,01-Sep,0,0,1,0,0,1,0,0,0,3336.0,2616.0,2.0,0.5,1.0,0,27.522935779816514,7.869783902530146,8.112827478751374,68,0.0,8,1.0986122886681098,0.0
JMAN_2477864,2023-01-06,648.0,0,0,0,0,5,0,0,16,2,50 - 99,0,1,0,0,1,0,0,0,0,648.0,648.0,6.0,0.0,1.0,0,0.0,6.47543271670409,6.47543271670409,64,0.0,5,1.9459101490553132,0.0
JMAN_2452060,2023-01-27,8233.32,1,1,0,0,0,0,3,16,5,Oct-49,1,0,0,0,1,0,0,0,0,8329.68,8233.32,10.0,0.0,1.0,0,1.170366267799631,9.016066064824633,9.027700364482186,64,0.0,0,2.3978952727983707,0.0
JMAN_2437713,2023-03-10,240.0,0,0,0,0,10,0,0,17,4,Oct-49,0,0,0,1,0,1,0,0,0,240.0,240.0,4.0,0.0,1.0,0,0.0,5.484796933490655,5.484796933490655,68,0.0,10,1.6094379124341003,0.0
JMAN_17645578,2023-02-24,912.0,1,0,0,0,0,0,0,17,1,Oct-49,0,1,0,0,0,1,0,0,0,1656.0,912.0,4.0,0.0,0.0,0,81.57894736842105,6.816735880594968,7.4127640174265625,68,0.0,0,1.6094379124341003,0.0
JMAN_9001356,2023-03-24,38232.0,1,1,0,0,10,0,0,17,5,250 - 499,0,0,0,1,0,1,1,0,0,44712.0,38232.0,54.0,0.021276596,0.87037037,0,16.94915254237288,10.551454296015532,10.708019566059964,68,0.0,10,4.007333185232471,0.0
JMAN_17632926,2023-01-27,228.0,1,0,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,276.0,228.0,1.0,0.0,0.0,0,21.052631578947366,5.43372200355424,5.6240175061873385,68,0.0,0,0.6931471805599453,0.0
JMAN_9014349,2023-01-06,84720.0,1,1,1,100,7,0,928,14,3,50 - 99,0,0,1,0,1,0,0,0,0,84720.0,84720.0,27.0,0.04,0.925925926,0,0.0,11.347118783793917,11.347118783793917,56,0.0,7,3.332204510175204,1.0
JMAN_2467010,2023-03-17,408.0,1,1,0,0,11,0,0,17,4,01-Sep,0,0,1,0,0,1,0,0,0,408.0,408.0,1.0,0.0,1.0,0,0.0,6.013715156042802,6.013715156042802,68,0.0,11,0.6931471805599453,0.0
JMAN_2467010,2023-03-31,408.0,1,1,0,0,11,0,0,17,4,01-Sep,0,0,1,0,0,1,0,0,0,408.0,408.0,1.0,0.0,1.0,0,0.0,6.013715156042802,6.013715156042802,68,0.0,11,0.6931471805599453,0.0
JMAN_2447281,2023-03-10,2478.6,1,1,0,0,8,0,0,17,6,01-Sep,0,0,1,0,0,1,0,0,0,2916.0,2478.6,3.0,0.333333333,1.0,0,17.647058823529417,7.815852535827764,7.978310969867722,68,0.0,8,1.3862943611198906,0.0
JMAN_9097813,2023-01-13,2148.0,1,1,1,0,9,0,0,16,3,01-Sep,0,0,1,0,0,1,0,0,0,2148.0,2148.0,1.0,1.0,1.0,0,0.0,7.67275789664251,7.67275789664251,64,0.0,9,0.6931471805599453,0.0
JMAN_9001350,2023-02-10,66588.0,1,1,1,0,12,0,0,17,4,50 - 99,0,0,0,1,1,0,0,0,0,0.0,66588.0,31.0,0.454545455,0.35483871,1,-100.0,11.106294677722047,0.0,68,0.0,12,3.4657359027997265,0.0
JMAN_2458020,2023-03-10,26495.64,1,1,0,100,0,0,0,17,4,50 - 99,1,0,0,0,1,0,0,0,0,35440.92,26495.64,24.0,0.0,0.875,0,33.76132827891683,10.184773211482641,10.475650579323782,68,0.0,0,3.2188758248682006,1.0
JMAN_9814943,2023-03-31,30960.0,1,1,1,0,8,1,0,11,2,1000 - 4999,0,0,1,0,0,1,0,0,1,30960.0,30960.0,10.0,0.0,1.0,0,0.0,10.34048362692364,10.34048362692364,44,0.1111111111111111,9,2.3978952727983707,0.0
JMAN_10592358,2023-01-13,53400.0,1,1,0,100,6,1,1,8,1,Oct-49,0,0,1,0,1,0,0,0,0,53400.0,53400.0,50.0,0.096774194,0.62,0,0.0,10.885584751364705,10.885584751364705,32,0.14285714285714285,7,3.9318256327243257,1.0
JMAN_16222667,2023-03-31,504.0,1,0,0,0,0,0,0,17,1,Oct-49,0,0,1,0,0,1,0,0,0,504.0,504.0,3.0,0.0,0.666666667,0,0.0,6.22455842927536,6.22455842927536,68,0.0,0,1.3862943611198906,0.0
JMAN_9311958,2023-02-17,12936.0,1,1,0,50,11,0,0,14,2,50 - 99,0,0,0,1,1,0,0,0,0,0.0,12936.0,16.0,0.133333333,0.9375,1,-100.0,9.467846701917901,0.0,56,0.0,11,2.833213344056216,0.5
JMAN_2430783,2023-03-03,60.0,0,0,0,0,11,0,0,17,5,01-Sep,0,0,1,0,0,1,0,0,0,60.0,60.0,1.0,0.0,1.0,0,0.0,4.110873864173311,4.110873864173311,68,0.0,11,0.6931471805599453,0.0
JMAN_2235384,2023-01-06,1452.0,1,1,0,0,0,0,0,19,3,1000 - 4999,1,0,0,0,0,1,0,1,0,1452.0,1452.0,1.0,1.0,1.0,0,0.0,7.2813856635702825,7.2813856635702825,76,0.0,0,0.6931471805599453,0.0
JMAN_9049395,2023-03-24,2988.0,1,1,0,0,11,0,0,17,3,Oct-49,0,0,1,0,0,1,0,0,0,1826.04,2988.0,3.0,0.5,0.666666667,1,-38.88755020080321,8.002694162283937,7.510452449953338,68,0.0,11,1.3862943611198906,0.0
JMAN_9028641,2023-01-20,4956.0,1,1,0,0,7,0,0,17,2,250 - 499,0,0,1,0,0,1,0,0,1,4956.0,4956.0,10.0,0.0,1.0,0,0.0,8.508555998020574,8.508555998020574,68,0.0,7,2.3978952727983707,0.0
JMAN_2462717,2023-01-06,2952.0,1,1,1,100,7,0,0,16,7,500 - 999,0,0,1,0,0,1,0,1,0,2952.0,2952.0,2.0,0.0,1.0,0,0.0,7.990576881743923,7.990576881743923,64,0.0,7,1.0986122886681098,1.0
JMAN_9026067,2023-03-17,228.0,1,0,0,0,5,0,0,16,1,01-Sep,0,1,0,0,0,1,0,0,0,276.0,228.0,1.0,0.0,1.0,0,21.052631578947366,5.43372200355424,5.6240175061873385,64,0.0,5,0.6931471805599453,0.0
JMAN_2481547,2023-01-20,300.0,0,0,0,0,8,0,0,17,3,Oct-49,0,0,1,0,0,1,0,0,0,300.0,300.0,5.0,0.0,0.6,0,0.0,5.707110264748875,5.707110264748875,68,0.0,8,1.791759469228055,0.0
JMAN_18409542,2023-02-10,7273.08,1,1,1,0,0,0,0,17,1,5000+,1,0,0,0,0,1,0,1,0,7413.96,7273.08,8.0,0.0,0.0,0,1.937006055206324,8.892072623561793,8.911254860086816,68,0.0,0,2.1972245773362196,0.0
JMAN_2452905,2023-03-03,456.0,1,0,0,0,4,0,0,17,5,01-Sep,0,1,0,0,0,1,0,0,0,456.0,456.0,2.0,0.0,1.0,0,0.0,6.124683390894205,6.124683390894205,68,0.0,4,1.0986122886681098,0.0
JMAN_18411647,2023-02-24,228.0,1,0,0,0,0,0,0,17,1,50 - 99,1,0,0,0,1,0,0,0,0,228.0,228.0,1.0,0.0,0.0,0,0.0,5.43372200355424,5.43372200355424,68,0.0,0,0.6931471805599453,0.0
JMAN_10535735,2023-02-17,22500.0,1,1,1,0,10,0,1,8,1,50 - 99,0,0,0,1,1,0,0,0,0,22500.0,22500.0,15.0,0.583333333,0.8,0,0.0,10.021315031649332,10.021315031649332,32,0.0,10,2.772588722239781,0.0
JMAN_2431263,2023-03-17,3984.0,1,0,0,0,6,0,0,17,5,01-Sep,0,1,0,0,1,0,0,0,0,3984.0,3984.0,8.0,0.285714286,0.875,0,0.0,8.290292591224315,8.290292591224315,68,0.0,6,2.1972245773362196,0.0
JMAN_2456825,2023-03-31,5340.0,1,1,0,0,7,0,0,17,2,Oct-49,0,0,1,0,0,1,0,0,0,5340.0,5340.0,5.0,0.0,1.0,0,0.0,8.58316818033977,8.58316818033977,68,0.0,7,1.791759469228055,0.0
JMAN_16719774,2023-03-31,2100.0,1,1,0,0,3,0,0,17,1,Oct-49,1,0,0,0,0,1,0,0,0,2760.0,2100.0,5.0,0.0,1.0,0,31.428571428571427,7.650168700845001,7.923348211930154,68,0.0,3,1.791759469228055,0.0
JMAN_11673207,2023-03-24,456.0,1,0,0,0,10,0,0,4,1,Oct-49,0,0,1,0,0,1,0,0,0,456.0,456.0,2.0,0.0,1.0,0,0.0,6.124683390894205,6.124683390894205,16,0.0,10,1.0986122886681098,0.0
JMAN_10835428,2023-01-06,1500.0,1,0,0,0,0,0,0,16,1,Oct-49,1,0,0,0,1,0,0,0,0,5700.0,1500.0,5.0,0.0,0.8,0,280.0,7.313886831633462,8.648396877031582,64,0.0,0,1.791759469228055,0.0
