id,score_date,current_arr,team_plus,pro_plus,ent_plus,csat_score,num_low_sev_outages,num_high_sev_outages,num_tickets_deflected,customer_age_quarters,product_counts,crm_employee_range,region_emea,region_apac,region_amer,region_latam,segment_smb,segment_non_smb,segment_commercial,segment_enterprise,segment_midmarket,future_arr,current_arr.1,max_seats,agent_utilization,seat_utilization,churn
JMAN_2472663,2023-01-27,300.0,1,0,0,0,6,0,0,16,3,Oct-49,0,0,1,0,0,1,0,0,0,300.0,300.0,1.0,0.0,1.0,0
JMAN_2481177,2023-03-10,62042.4,1,1,1,0,8,0,2,17,6,Oct-49,1,0,0,0,1,0,0,0,0,62042.4,62042.4,40.0,0.236842105,0.95,0
JMAN_2358714,2023-03-10,1299.36,1,1,0,0,0,0,0,17,6,Oct-49,1,0,0,0,0,1,0,0,0,0.0,1299.36,3.0,0.0,1.0,1
JMAN_10069632,2023-02-10,336.0,1,0,0,0,11,0,0,10,1,1000 - 4999,0,0,1,0,0,1,0,0,1,408.0,336.0,2.0,0.0,0.5,1
JMAN_10303029,2023-02-03,41400.0,1,1,1,0,10,0,0,8,1,250 - 499,0,0,1,0,0,1,1,0,0,41400.0,41400.0,23.0,0.217391304,1.0,0
JMAN_11075462,2023-02-24,9504.0,1,1,0,100,12,0,0,5,1,100 - 249,0,0,1,0,1,0,0,0,0,9504.0,9504.0,8.0,0.25,1.0,0
JMAN_9020722,2023-02-10,324.72,0,0,0,0,10,1,0,17,3,100 - 249,1,0,0,0,1,0,0,0,0,330.96,324.72,5.0,0.0,1.0,0
JMAN_2475275,2023-01-20,643.2,1,0,0,0,0,0,0,16,5,01-Sep,1,0,0,0,0,1,0,0,0,650.76,643.2,2.0,0.0,1.0,0
JMAN_10190396,2023-01-20,18960.0,1,1,0,0,4,0,0,7,1,250 - 499,0,1,0,0,0,1,1,0,0,0.0,18960.0,20.0,0.071428571,0.7,1
JMAN_2458057,2023-01-20,643.2,1,0,0,0,0,0,0,17,5,01-Sep,1,0,0,0,0,1,0,0,0,650.76,643.2,2.0,0.0,1.0,0
JMAN_9029729,2023-03-31,3401.4,1,1,0,100,0,0,0,17,2,01-Sep,1,0,0,0,0,1,0,0,0,3484.08,3401.4,3.0,0.333333333,1.0,0
JMAN_2471987,2023-01-06,900.0,1,0,0,0,3,0,0,16,2,01-Sep,0,1,0,0,0,1,0,0,0,900.0,900.0,3.0,0.0,1.0,0
JMAN_2431752,2023-03-31,566.52,1,1,0,0,5,0,0,17,6,01-Sep,1,0,0,0,0,1,0,0,0,593.64,566.52,1.0,0.0,1.0,0
JMAN_2480410,2023-02-24,8352.0,1,1,0,0,12,0,0,17,3,01-Sep,0,0,1,0,1,0,0,0,0,8352.0,8352.0,12.0,0.0,0.916666667,0
JMAN_18411651,2023-01-20,168.0,1,0,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,168.0,168.0,1.0,0.0,0.0,0
JMAN_2473058,2023-01-06,1236.0,1,1,0,0,4,0,0,16,6,01-Sep,0,0,1,0,0,1,0,0,0,1236.0,1236.0,1.0,0.0,1.0,0
JMAN_2472287,2023-03-03,130.68,0,0,0,0,18,1,0,17,3,01-Sep,1,0,0,0,0,1,0,0,0,138.84,130.68,1.0,0.0,1.0,0
JMAN_18391348,2023-03-24,840.0,1,1,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,840.0,840.0,2.0,0.0,0.0,0
JMAN_18410832,2023-02-03,420.0,1,1,0,0,0,0,0,17,1,01-Sep,0,1,0,0,0,1,0,0,0,420.0,420.0,1.0,0.0,0.0,0
JMAN_10469147,2023-03-24,28578.6,1,1,0,100,10,0,215,9,2,Oct-49,0,0,1,0,0,1,0,0,0,28578.6,28578.6,23.0,0.272727273,0.47826087,0
JMAN_2458306,2023-03-31,16332.0,1,1,0,100,7,0,0,17,1,Oct-49,0,0,1,0,0,1,0,0,0,17520.0,16332.0,14.0,0.142857143,1.0,0
JMAN_2474115,2023-02-24,3924.0,1,1,0,0,12,0,0,13,2,Oct-49,0,0,1,0,0,1,0,0,0,5004.0,3924.0,3.0,0.333333333,1.0,0
JMAN_9028641,2023-01-13,4956.0,1,1,0,0,6,0,0,16,2,250 - 499,0,0,1,0,0,1,0,0,1,4956.0,4956.0,10.0,0.0,1.0,0
JMAN_9420806,2023-03-31,7128.0,1,1,0,0,0,0,0,14,3,01-Sep,0,0,1,0,0,1,0,0,0,7128.0,7128.0,6.0,0.666666667,1.0,0
JMAN_10048042,2023-01-20,32400.0,1,1,1,0,9,0,0,10,1,50 - 99,0,0,1,0,1,0,0,0,0,9300.0,32400.0,18.0,0.1,0.555555556,1
JMAN_2456533,2023-02-24,900.0,1,0,0,100,0,0,0,17,4,Oct-49,1,0,0,0,0,1,0,0,0,1200.0,900.0,3.0,0.0,1.0,0
JMAN_2457086,2023-02-10,2856.0,1,1,0,0,11,0,0,17,3,50 - 99,0,0,1,0,1,0,0,0,0,3672.0,2856.0,7.0,0.0,1.0,0
JMAN_9004992,2023-02-03,2100.0,1,0,0,0,9,0,0,17,5,50 - 99,0,0,1,0,1,0,0,0,0,0.0,2100.0,7.0,0.0,1.0,1
JMAN_9023808,2023-01-27,660.0,0,0,0,0,6,0,0,17,4,50 - 99,1,0,0,0,1,0,0,0,0,720.0,660.0,11.0,0.272727273,1.0,0
JMAN_9004606,2023-03-24,3360.0,1,1,0,0,2,0,0,17,1,5000+,0,1,0,0,0,1,0,1,0,4416.0,3360.0,8.0,0.0,1.0,0
JMAN_2460386,2023-03-17,5568.0,1,1,0,100,10,0,0,17,5,5000+,0,0,1,0,0,1,0,1,0,6636.0,5568.0,8.0,0.0,1.0,0
JMAN_9970803,2023-03-31,588.0,1,0,0,0,15,0,0,17,4,01-Sep,0,0,1,0,0,1,0,0,0,588.0,588.0,7.0,0.0,1.0,0
JMAN_9544449,2023-02-03,228.0,1,0,0,0,7,1,0,17,2,01-Sep,0,0,1,0,0,1,0,0,0,228.0,228.0,1.0,0.0,1.0,0
JMAN_9839217,2023-03-17,3072.0,1,1,0,100,0,0,0,11,3,01-Sep,1,0,0,0,0,1,0,0,0,3072.0,3072.0,4.0,0.25,1.0,0
JMAN_9032443,2023-03-03,936.0,1,1,0,0,0,0,0,17,6,01-Sep,1,0,0,0,0,1,0,0,0,1392.0,936.0,1.0,0.0,1.0,0
JMAN_9182744,2023-03-31,168.0,1,0,0,100,8,0,0,17,1,500 - 999,0,1,0,0,0,1,0,1,0,168.0,168.0,1.0,1.0,1.0,0
JMAN_14331200,2023-01-06,1524.96,1,0,0,0,0,0,0,16,1,100 - 249,1,0,0,0,0,1,0,0,1,1591.92,1524.96,7.0,0.0,1.0,0
JMAN_2435848,2023-01-27,12621.0,1,1,1,0,0,0,0,16,4,100 - 249,1,0,0,0,1,0,0,0,0,13175.04,12621.0,11.0,0.3,0.909090909,0
JMAN_2396226,2023-03-31,114.6,0,0,0,0,15,0,0,17,5,01-Sep,0,0,1,0,0,1,0,0,0,143.52,114.6,1.0,0.0,1.0,0
JMAN_19047960,2023-03-24,168.0,1,0,0,0,0,0,0,17,1,01-Sep,0,0,1,0,0,1,0,0,0,168.0,168.0,1.0,0.0,0.0,0
JMAN_18151984,2023-02-03,168.0,1,0,0,0,0,0,0,17,1,01-Sep,0,0,1,0,0,1,0,0,0,168.0,168.0,1.0,0.0,0.0,0
JMAN_10583513,2023-03-17,221520.48,1,1,0,82,5,0,12,8,2,250 - 499,0,1,0,0,0,1,1,0,0,207900.0,221520.48,135.0,0.362962963,1.0,1
JMAN_16161349,2023-02-10,840.0,1,1,0,0,0,0,0,17,1,Oct-49,0,0,1,0,0,1,0,0,0,0.0,840.0,2.0,0.0,1.0,1
JMAN_9018253,2023-02-03,3354.24,1,1,0,0,0,0,675,17,4,01-Sep,1,0,0,0,0,1,0,0,0,3502.68,3354.24,1.0,1.0,1.0,0
JMAN_2374639,2023-01-27,912.0,1,0,0,0,8,0,0,17,3,Oct-49,0,0,1,0,0,1,0,0,0,1200.0,912.0,4.0,0.0,1.0,0
JMAN_2272460,2023-03-31,636.96,1,0,0,100,15,0,0,17,4,01-Sep,1,0,0,0,0,1,0,0,0,652.44,636.96,2.0,0.5,1.0,0
JMAN_18410378,2023-01-13,168.0,1,0,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,168.0,168.0,1.0,0.0,0.0,0
JMAN_9004072,2023-03-17,133632.0,1,1,1,100,11,0,395,17,2,Oct-49,0,0,1,0,1,0,0,0,0,63000.0,133632.0,64.0,0.222222222,0.703125,1
JMAN_9208635,2023-03-03,4704.0,1,1,0,0,11,0,0,15,3,Oct-49,0,0,1,0,0,1,0,0,0,0.0,4704.0,4.0,0.25,1.0,1
JMAN_2453359,2023-01-13,3480.0,1,1,0,0,0,0,0,16,3,500 - 999,1,0,0,0,0,1,1,0,0,3480.0,3480.0,5.0,0.4,1.0,0
JMAN_2440850,2023-01-06,960.0,1,1,0,0,4,0,0,16,5,01-Sep,0,0,1,0,0,1,0,0,0,960.0,960.0,4.0,0.0,1.0,0
JMAN_9035528,2023-02-24,912.0,1,0,0,0,12,0,0,16,5,1000 - 4999,0,0,0,1,1,0,0,0,0,912.0,912.0,4.0,0.0,1.0,0
JMAN_9016394,2023-03-10,1008.0,1,1,0,0,8,0,0,17,6,Oct-49,0,0,1,0,0,1,0,0,0,1260.0,1008.0,3.0,0.0,1.0,0
JMAN_12444009,2023-01-13,3455.4,1,1,0,100,5,0,0,3,1,Oct-49,1,0,0,0,0,1,0,0,0,3495.84,3455.4,4.0,0.0,1.0,0
JMAN_2453581,2023-03-31,696.0,1,1,0,0,11,0,0,17,3,Oct-49,0,0,1,0,0,1,0,0,0,696.0,696.0,1.0,0.0,1.0,0
JMAN_2456801,2023-02-24,1248.0,1,0,0,0,12,0,0,17,4,01-Sep,0,0,1,0,1,0,0,0,0,1248.0,1248.0,4.0,0.0,1.0,0
JMAN_18410825,2023-01-13,168.0,1,0,0,0,0,0,0,16,1,01-Sep,0,1,0,0,0,1,0,0,0,168.0,168.0,1.0,0.0,0.0,0
JMAN_2473957,2023-02-03,5428.8,1,0,0,0,0,0,0,17,2,Oct-49,1,0,0,0,1,0,0,0,0,6831.36,5428.8,22.0,0.047619048,0.954545455,0
JMAN_2452060,2023-02-24,8312.04,1,1,0,0,0,0,6,17,5,Oct-49,1,0,0,0,1,0,0,0,0,8473.08,8312.04,10.0,0.2,1.0,0
JMAN_9003431,2023-02-24,6900.0,1,0,0,0,0,0,0,17,3,Oct-49,1,0,0,0,1,0,0,0,0,6900.0,6900.0,23.0,0.045454545,0.956521739,0
JMAN_11678347,2023-03-24,2844.0,1,1,0,0,8,1,0,5,1,Oct-49,0,0,0,1,0,1,0,0,0,2844.0,2844.0,3.0,0.0,1.0,0
JMAN_11096413,2023-03-10,1261.2,1,1,0,100,17,0,0,6,1,Oct-49,1,0,0,0,0,1,0,0,0,1291.92,1261.2,1.0,0.0,1.0,0
JMAN_13302332,2023-01-13,12735.84,1,1,0,100,0,0,0,2,1,250 - 499,1,0,0,0,0,1,1,0,0,49498.2,12735.84,10.0,0.0,1.0,0
JMAN_18161158,2023-03-31,9912.0,1,1,1,0,0,0,0,17,1,Oct-49,1,0,0,0,1,0,0,0,0,9912.0,9912.0,14.0,0.0,0.0,0
JMAN_18391376,2023-02-03,168.0,1,0,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,168.0,168.0,1.0,0.0,0.0,0
JMAN_9008468,2023-02-10,623.28,1,1,0,0,0,0,0,17,5,01-Sep,1,0,0,0,0,1,0,0,0,635.52,623.28,1.0,0.0,1.0,0
JMAN_2461046,2023-03-10,16200.0,1,1,1,0,5,0,0,17,3,100 - 249,0,1,0,0,1,0,0,0,0,17400.0,16200.0,9.0,0.125,0.888888889,0
JMAN_9387901,2023-03-03,456.0,1,0,0,0,11,0,0,14,5,500 - 999,0,0,1,0,0,1,0,1,0,456.0,456.0,1.0,0.0,1.0,1
JMAN_2471063,2023-01-13,672.0,1,0,0,0,5,0,0,13,3,100 - 249,0,1,0,0,1,0,0,0,0,108.0,672.0,2.0,0.0,1.0,1
JMAN_9806549,2023-01-20,437.4,1,1,1,0,5,0,0,11,5,100 - 249,1,0,0,0,0,1,0,1,0,442.44,437.4,1.0,0.0,1.0,0
JMAN_9022776,2023-02-24,1896.24,1,1,0,0,0,0,1,17,4,01-Sep,1,0,0,0,0,1,0,0,0,1932.96,1896.24,2.0,0.5,1.0,0
JMAN_18410834,2023-02-03,228.0,1,0,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,228.0,228.0,1.0,0.0,0.0,0
JMAN_2451147,2023-01-20,4680.0,1,1,0,0,7,0,0,16,4,01-Sep,0,0,1,0,0,1,0,0,0,4680.0,4680.0,5.0,0.0,1.0,0
JMAN_2478212,2023-03-03,60.0,0,0,0,0,6,0,0,17,5,01-Sep,0,1,0,0,0,1,0,0,0,60.0,60.0,1.0,1.0,1.0,0
JMAN_2463960,2023-01-06,217.8,1,0,0,0,5,0,0,16,5,01-Sep,1,0,0,0,0,1,0,0,0,227.4,217.8,1.0,0.0,1.0,0
JMAN_9000240,2023-02-24,441.48,1,1,0,0,15,1,0,17,5,01-Sep,1,0,0,0,0,1,0,0,0,450.12,441.48,1.0,0.0,1.0,0
JMAN_11015261,2023-01-13,16073.28,1,1,0,0,0,0,0,5,1,50 - 99,0,0,1,0,0,1,0,0,1,16073.28,16073.28,15.0,0.090909091,0.733333333,0
JMAN_2446861,2023-03-03,2396.76,1,0,0,0,0,0,0,17,5,250 - 499,1,0,0,0,0,1,0,0,1,2545.92,2396.76,11.0,0.0,1.0,0
JMAN_18005774,2023-01-13,228.0,1,0,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,228.0,228.0,1.0,0.0,0.0,0
JMAN_9525135,2023-03-03,9072.0,1,1,1,0,11,0,150,11,4,1000 - 4999,0,0,0,1,0,1,0,1,0,9600.0,9072.0,5.0,0.2,1.0,0
JMAN_9000101,2023-02-03,708.0,1,1,0,100,10,0,0,17,5,Oct-49,0,0,1,0,0,1,0,0,0,828.0,708.0,1.0,1.0,1.0,0
JMAN_9000101,2023-01-27,708.0,1,1,0,100,8,0,0,17,5,Oct-49,0,0,1,0,0,1,0,0,0,828.0,708.0,1.0,0.0,1.0,0
JMAN_2473347,2023-03-31,16500.0,1,1,0,0,8,0,0,17,1,250 - 499,0,1,0,0,0,1,1,0,0,19668.0,16500.0,11.0,0.363636364,1.0,0
JMAN_9221334,2023-03-17,32940.0,1,1,1,0,10,0,0,15,5,01-Sep,0,0,1,0,1,0,0,0,0,32940.0,32940.0,15.0,0.133333333,1.0,0
JMAN_2414128,2023-02-03,12672.0,1,1,0,0,10,0,0,16,4,Oct-49,0,0,0,1,0,1,0,0,0,16512.0,12672.0,11.0,0.454545455,1.0,0
JMAN_9277805,2023-03-10,3888.0,1,1,1,100,8,0,0,14,3,100 - 249,0,1,0,0,1,0,0,0,0,0.0,3888.0,3.0,1.0,1.0,1
JMAN_10355825,2023-03-10,120.0,0,0,0,0,9,0,0,9,5,1000 - 4999,0,0,1,0,0,1,0,0,1,120.0,120.0,2.0,0.0,0.5,0
JMAN_9467941,2023-01-27,19849.08,1,1,1,0,8,0,0,13,1,01-Sep,0,0,1,0,0,1,0,0,0,19849.08,19849.08,13.0,0.166666667,0.923076923,0
JMAN_9004606,2023-02-17,3360.0,1,1,0,0,4,0,0,17,1,5000+,0,1,0,0,0,1,0,1,0,4416.0,3360.0,8.0,0.0,1.0,0
JMAN_19047960,2023-02-10,168.0,1,0,0,0,0,0,0,17,1,01-Sep,0,0,1,0,0,1,0,0,0,168.0,168.0,1.0,0.0,0.0,0
JMAN_10190396,2023-03-24,18960.0,1,1,0,0,10,0,0,7,1,250 - 499,0,1,0,0,0,1,1,0,0,0.0,18960.0,20.0,0.071428571,0.7,1
JMAN_10190396,2023-02-03,18960.0,1,1,0,0,9,1,0,7,1,250 - 499,0,1,0,0,0,1,1,0,0,0.0,18960.0,20.0,0.142857143,0.7,1
JMAN_2472373,2023-01-13,4248.0,1,1,0,100,0,0,0,17,5,01-Sep,1,0,0,0,0,1,0,0,0,4956.0,4248.0,5.0,0.2,1.0,0
JMAN_9014071,2023-01-27,300.0,1,0,0,0,6,0,0,13,6,01-Sep,0,1,0,0,0,1,0,0,0,300.0,300.0,1.0,0.0,1.0,0
JMAN_2461260,2023-01-06,240.0,1,1,0,0,5,0,0,13,6,01-Sep,1,0,0,0,0,1,0,0,0,240.0,240.0,1.0,0.0,1.0,0
JMAN_11879688,2023-02-03,766.32,1,0,0,0,9,1,0,4,1,01-Sep,1,0,0,0,0,1,0,0,0,781.08,766.32,1.0,0.0,1.0,0
JMAN_54374,2023-01-13,11764.08,1,1,1,0,0,0,0,15,1,500 - 999,1,0,0,0,0,1,1,0,0,12280.44,11764.08,9.0,0.125,0.888888889,1
JMAN_127332,2023-03-17,43142.4,1,1,1,100,14,0,24,16,1,500 - 999,1,0,0,0,0,1,1,0,0,78098.04,43142.4,33.0,0.095238095,0.636363636,0
JMAN_2441174,2023-03-17,120.0,0,0,0,0,11,0,0,17,3,Oct-49,0,0,0,1,0,1,0,0,0,120.0,120.0,2.0,0.0,1.0,0
JMAN_18410843,2023-02-03,168.0,1,0,0,0,0,0,0,17,1,100 - 249,1,0,0,0,1,0,0,0,0,168.0,168.0,1.0,0.0,0.0,0
JMAN_9037279,2023-02-10,89100.0,1,1,0,100,12,0,8,17,1,100 - 249,1,0,0,0,1,0,0,0,0,89100.0,89100.0,75.0,0.68,1.0,0
JMAN_9037279,2023-01-13,89100.0,1,1,0,100,9,0,4,16,1,100 - 249,1,0,0,0,1,0,0,0,0,89100.0,89100.0,75.0,0.68,1.0,0
JMAN_9398554,2023-03-24,11758.56,1,1,0,0,0,0,0,13,4,5000+,1,0,0,0,0,1,0,1,0,12044.4,11758.56,13.0,0.230769231,1.0,1
JMAN_18005774,2023-01-27,228.0,1,0,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,228.0,228.0,1.0,0.0,0.0,0
JMAN_18278560,2023-02-03,1044.0,1,1,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,1044.0,1044.0,3.0,0.0,0.0,0
JMAN_2469030,2023-01-20,871.44,1,0,0,0,0,0,0,17,3,01-Sep,1,0,0,0,0,1,0,0,0,909.72,871.44,4.0,0.25,1.0,0
JMAN_2458897,2023-03-31,60.0,0,0,0,0,8,0,0,17,3,Oct-49,0,1,0,0,0,1,0,0,0,60.0,60.0,1.0,0.0,1.0,0
JMAN_11710046,2023-02-17,2376.0,1,1,0,100,0,0,22,5,1,Oct-49,0,0,1,0,0,1,0,0,0,2376.0,2376.0,2.0,0.5,1.0,0
JMAN_9023355,2023-03-10,300.0,1,0,0,0,8,0,0,17,5,Oct-49,1,0,0,0,0,1,0,0,0,300.0,300.0,1.0,0.0,1.0,0
JMAN_2454977,2023-02-10,2026.08,1,1,0,0,10,1,0,17,5,Oct-49,1,0,0,0,0,1,0,0,0,0.0,2026.08,2.0,0.5,1.0,1
JMAN_9019742,2023-03-31,11243.16,1,1,1,100,8,0,0,17,3,Oct-49,1,0,0,0,0,1,0,0,0,7885.8,11243.16,1.0,1.0,1.0,1
JMAN_10377531,2023-03-10,2040.0,1,1,0,0,10,0,0,9,4,Oct-49,1,0,0,0,0,1,0,0,0,0.0,2040.0,5.0,0.0,0.6,1
JMAN_2402799,2023-03-10,300.0,1,0,0,0,9,0,0,17,6,Oct-49,0,0,1,0,0,1,0,0,0,300.0,300.0,1.0,0.0,1.0,0
JMAN_9003431,2023-03-10,6900.0,1,0,0,0,0,0,0,17,3,Oct-49,1,0,0,0,1,0,0,0,0,6900.0,6900.0,23.0,0.045454545,0.956521739,0
JMAN_2469551,2023-03-31,408.0,1,1,0,0,8,0,0,17,4,Oct-49,0,1,0,0,0,1,0,0,0,408.0,408.0,1.0,0.0,1.0,0
JMAN_9014009,2023-01-20,8424.0,1,1,0,100,0,0,0,17,5,Oct-49,1,0,0,0,0,1,0,0,0,10296.0,8424.0,9.0,0.222222222,1.0,0
JMAN_9129318,2023-02-10,144162.36,1,1,1,100,0,0,30,16,1,250 - 499,1,0,0,0,0,1,1,0,0,109223.28,144162.36,74.0,0.379310345,0.783783784,1
JMAN_10303029,2023-01-06,41400.0,1,1,1,0,7,0,0,8,1,250 - 499,0,0,1,0,0,1,1,0,0,41400.0,41400.0,23.0,0.217391304,1.0,0
JMAN_9005538,2023-02-17,27480.0,1,1,1,0,8,0,0,17,5,50 - 99,0,0,1,0,1,0,0,0,0,27480.0,27480.0,10.0,0.0,1.0,1
JMAN_9970803,2023-01-20,588.0,1,0,0,0,9,0,0,16,4,01-Sep,0,0,1,0,0,1,0,0,0,588.0,588.0,7.0,0.0,1.0,0
JMAN_9008468,2023-03-31,611.4,1,1,0,0,0,0,0,17,5,01-Sep,1,0,0,0,0,1,0,0,0,626.28,611.4,1.0,0.0,1.0,0
JMAN_2448185,2023-02-03,1548.0,1,1,1,0,10,0,0,17,4,01-Sep,0,0,0,1,1,0,0,0,0,1944.0,1548.0,1.0,1.0,1.0,0
JMAN_14773525,2023-03-03,10680.0,1,1,0,100,0,0,0,2,1,50 - 99,0,0,1,0,1,0,0,0,0,10680.0,10680.0,10.0,0.0,0.6,0
JMAN_10177857,2023-01-20,31273.56,1,1,1,100,4,0,0,9,1,50 - 99,1,0,0,0,1,0,0,0,0,31639.56,31273.56,17.0,0.470588235,1.0,0
JMAN_11442073,2023-02-03,2844.0,1,1,0,0,7,1,0,5,1,250 - 499,0,0,1,0,0,1,1,0,0,2844.0,2844.0,3.0,0.0,1.0,0
JMAN_2392015,2023-02-24,1140.0,1,0,0,0,9,0,0,17,3,50 - 99,0,0,1,0,1,0,0,0,0,1140.0,1140.0,5.0,0.0,1.0,0
JMAN_2392015,2023-03-10,1140.0,1,0,0,0,9,0,0,17,3,50 - 99,0,0,1,0,1,0,0,0,0,1140.0,1140.0,5.0,0.0,1.0,0
JMAN_14724130,2023-02-10,9003.96,1,1,0,100,0,0,0,2,1,500 - 999,0,0,1,0,0,1,1,0,0,9003.96,9003.96,8.0,0.0,0.75,0
JMAN_9008192,2023-02-03,3989.64,1,1,0,0,0,0,0,17,3,50 - 99,1,0,0,0,1,0,0,0,0,10415.4,3989.64,6.0,0.0,1.0,0
JMAN_9028070,2023-03-17,300.0,1,0,0,0,0,0,0,16,5,500 - 999,1,0,0,0,0,1,0,0,0,300.0,300.0,1.0,0.0,1.0,0
JMAN_18410843,2023-03-31,168.0,1,0,0,0,0,0,0,17,1,100 - 249,1,0,0,0,1,0,0,0,0,168.0,168.0,1.0,0.0,0.0,0
JMAN_18410389,2023-03-24,228.0,1,0,0,0,0,0,0,17,1,01-Sep,0,0,0,1,0,1,0,0,0,276.0,228.0,1.0,0.0,0.0,0
JMAN_2479749,2023-01-13,240.0,1,1,0,0,5,0,0,16,6,Oct-49,0,1,0,0,0,1,0,0,0,240.0,240.0,1.0,0.0,1.0,0
JMAN_2451026,2023-01-13,457493.4,1,1,1,84,5,0,58,16,2,250 - 499,1,0,0,0,0,1,1,0,0,477574.68,457493.4,300.0,0.292307692,0.65,0
JMAN_2472601,2023-02-03,456.0,1,0,0,0,10,0,0,17,2,Oct-49,0,0,1,0,0,1,0,0,0,456.0,456.0,2.0,0.5,1.0,0
JMAN_9034141,2023-02-10,1200.0,1,0,0,0,11,0,0,13,6,01-Sep,0,0,1,0,0,1,0,0,0,1320.0,1200.0,2.0,0.5,1.0,0
JMAN_10468922,2023-03-03,33264.0,1,1,0,0,10,0,789,6,1,Oct-49,0,0,1,0,0,1,0,0,0,33264.0,33264.0,28.0,0.666666667,0.642857143,0
JMAN_2454663,2023-02-17,194.76,0,0,0,0,11,1,0,17,4,500 - 999,1,0,0,0,0,1,1,0,0,198.6,194.76,3.0,0.0,1.0,0
JMAN_9824831,2023-01-06,24199.56,1,1,0,0,3,1,0,9,3,01-Sep,0,0,1,0,0,1,0,0,0,24199.56,24199.56,17.0,0.333333333,0.705882353,1
JMAN_9221334,2023-02-17,32940.0,1,1,1,0,10,0,0,15,5,01-Sep,0,0,1,0,1,0,0,0,0,32940.0,32940.0,15.0,0.2,1.0,0
JMAN_10025258,2023-02-10,60.0,0,0,0,0,10,0,0,11,4,01-Sep,0,1,0,0,0,1,0,0,0,0.0,60.0,1.0,0.0,1.0,1
JMAN_16380016,2023-02-10,1344.0,1,0,0,0,0,0,0,17,1,50 - 99,1,0,0,0,1,0,0,0,0,1344.0,1344.0,8.0,0.0,0.0,0
JMAN_18410825,2023-01-20,168.0,1,0,0,0,0,0,0,17,1,01-Sep,0,1,0,0,0,1,0,0,0,168.0,168.0,1.0,0.0,0.0,0
JMAN_9038496,2023-02-17,61281.36,1,1,0,0,0,0,0,17,1,Oct-49,1,0,0,0,1,0,0,0,0,62912.64,61281.36,48.0,0.5,0.916666667,0
JMAN_2456825,2023-01-13,5340.0,1,1,0,0,9,0,0,16,2,Oct-49,0,0,1,0,0,1,0,0,0,5340.0,5340.0,5.0,0.0,1.0,0
JMAN_9218106,2023-02-17,4248.0,1,1,1,0,8,0,0,16,1,1000 - 4999,0,1,0,0,0,1,1,0,0,0.0,4248.0,8.0,0.125,1.0,1
JMAN_2451330,2023-01-06,1224.0,1,1,0,0,4,0,0,16,5,Oct-49,0,0,1,0,0,1,0,0,0,1224.0,1224.0,3.0,0.0,1.0,0
JMAN_9042096,2023-03-31,10692.0,1,1,0,100,2,0,4,17,1,250 - 499,0,1,0,0,0,1,1,0,0,13068.0,10692.0,9.0,0.555555556,1.0,0
JMAN_2459119,2023-01-20,14388.0,1,1,0,100,8,0,0,16,2,Oct-49,0,0,1,0,0,1,0,0,0,18312.0,14388.0,10.0,0.1,1.0,0
JMAN_9181146,2023-02-03,912.0,1,0,0,0,9,0,0,15,1,01-Sep,0,1,0,0,0,1,0,0,0,912.0,912.0,4.0,0.25,1.0,0
JMAN_2388391,2023-01-20,435.72,1,0,0,0,0,0,0,16,2,01-Sep,1,0,0,0,0,1,0,0,0,1364.4,435.72,2.0,0.0,1.0,0
JMAN_2433431,2023-03-24,240.0,0,0,0,0,11,0,0,17,5,01-Sep,0,0,1,0,0,1,0,0,0,240.0,240.0,4.0,0.0,0.75,0
JMAN_18410834,2023-03-03,228.0,1,0,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,228.0,228.0,1.0,0.0,0.0,0
JMAN_2357251,2023-01-13,180.0,0,0,0,0,0,0,0,16,3,01-Sep,0,0,1,0,0,1,0,0,0,180.0,180.0,3.0,0.0,1.0,0
JMAN_9043399,2023-02-24,3558.6,1,1,0,100,0,0,0,17,6,01-Sep,1,0,0,0,0,1,0,0,0,3627.48,3558.6,6.0,0.5,1.0,0
JMAN_9611076,2023-03-24,33264.0,1,1,0,0,10,0,0,15,1,Oct-49,0,0,1,0,1,0,0,0,0,36828.0,33264.0,28.0,0.0,1.0,0
JMAN_2467751,2023-03-31,17198.28,1,1,1,88,5,0,6,17,1,Oct-49,1,0,0,0,0,1,0,0,0,17616.36,17198.28,9.0,0.0,1.0,0
JMAN_9005782,2023-02-17,180.0,0,0,0,0,8,0,0,13,5,01-Sep,1,0,0,0,0,1,0,0,0,180.0,180.0,3.0,0.0,1.0,0
JMAN_18411652,2023-02-10,348.0,1,1,0,0,0,0,0,17,1,01-Sep,1,0,0,0,0,1,0,0,0,348.0,348.0,1.0,0.0,0.0,0
JMAN_9003371,2023-03-24,2400.0,1,0,0,0,8,0,0,17,3,01-Sep,0,1,0,0,1,0,0,0,0,2400.0,2400.0,8.0,0.0,1.0,0
